actors,director,genre,imdb_rating,just_rating,opening_date,posterLink,runtime,synopsis,title_kor
WaltDisney,UbIwerks,애니메이션,80%,80%,1928,https://images.justwatch.com/poster/18697230/s592,8min,첫 미키 마우스 애니메이션 개봉작이자 동시 녹음을 활용한 최초의 애니메이션. 배 위의 장난꾸러기 선원 미키는 미니를 기쁘게 하기 위해 동물들을 악기 삼아 “짚 속의 칠면조”를 연주한다. 포악한 피트 선장의 화를 돋운 미키는 조리실에서 감자 깎는 일을 하게 된다.,증기선 윌리
"ClarenceNash,EstherCampbell,MarionDarlington,PintoColvig,WaltDisney",BurtGillett,애니메이션,73%,73%,1932,https://images.justwatch.com/poster/11993645/s592,8min,A jealous stump threatens two trees that are in love by starting a forest fire. When the rain comes and puts out the fire the forest revives and celebrates the wedding.,Flowers and Trees
"BillyBletcher,PintoColvig,DorothyCompton,MaryModer",BurtGillett,"애니메이션,코미디,가족,음악",74%,74%,1933,https://images.justwatch.com/poster/19274730/s592,8min,"아카데미 상을 받은 이 단편에서, 아기 돼지 삼 형제는 각자의 집을 짓는다. 하나는 짚으로, 하나는 나무로, 하나는 늑대를 막을 수 있는 벽돌로. 커다란 나쁜 늑대가 찾아와 초가집과 나무집을 불어 날려 버린다. 세 마리의 돼지들은 현실적인 돼지의 벽돌집으로 피신하고, 늑대는 벽돌 집을 불어 무너뜨리지 못한다.",아기 돼지 삼형제
"EddieHolden,NedNorton,PintoColvig,MarcelliteGarner",WilfredJackson,"판타지,다큐멘터리",73%,73%,1935,https://images.justwatch.com/poster/138275030/s592,9min,"The Tortoise and the Hare is an animated short film released on January 5, 1935 by United Artists, produced by Walt Disney and directed by Wilfred Jackson. Based on an Aesop's fable of the same name, The Tortoise and the Hare won the 1934 Academy Award for Best Short Subject: Cartoons. This cartoon is also believed to be one of the influences for Bugs Bunny.",The Tortoise and the Hare
"FlorenceGill,ClarenceNash,PurvPullen",WilfredJackson,애니메이션,70%,70%,1934,https://images.justwatch.com/poster/241272125/s592,8min,"고전 단편 애니메이션 '현명한 암탉'에 도날드 덕이 데뷔한다. 옥수수를 심고 있는 작은 암탉은 돼지 피터와 도날드 덕으로부터 도움을 요청하지만, 둘 다 '배가 아프다'며 거절한다. 옥수수를 수확할 때가 되자 돼지 피터와 도날드는 여전히 암탉을 돕지 않고, 이에 암탉과 병아리들은 직접 수확을 한다. 마침내 암탉은 옥수수를 요리하고, 도날드와 돼지 피터에게 요리를 권하지만, 자세히 보니 그들은 놀라운 사실을 발견한다.",현명한 암탉
"AdrianaCaselotti,LucilleLaVerne,HarryStockwell,RoyAtwell,PintoColvig,OtisHarlan,ScottyMattraw,BillyGilbert,EddieCollins,MoroniOlsen,StuartBuchanan,MarionDarlington,PurvPullen",DavidHand,"판타지,가족,로맨스,애니메이션,드라마,스릴러",7.6,82%,1937,https://images.justwatch.com/poster/244022805/s592,1시간23분,"아주 먼 옛날, 왕비는 뱃속의 아이가 눈처럼 하얀 피부에 사과처럼 붉은 입술, 장미빛 뺨을 지닌 공주이기를 빌었다. 드디어 왕비는 예쁜 공주를 낳고 그녀를 백설공주라 불렀다. 백설공주는 모든 사람들의 사랑을 받으며 자라났지만 왕비가 죽고 새로 들어온 계모가 여왕이 되자 혹독한 시달림을 받는다. 계모에게는 신비로운 마술 거울이 있었는데, 어느 날 여왕이 세상에서 가장 아름다운 사람은 누구냐고 질문하자 마술 거울은 백설공주라고 대답한다. 분노한 여왕은 사냥꾼을 불러 백설공주를 죽이도록 명령하지만, 사냥꾼은 백설공주의 순수한 마음씨에 감동하여 그녀를 죽이는 대신 계모를 피해서 도망치도록 일러주는데...",백설공주와 일곱 난쟁이
"WaltDisney,ClarenceNash,BillyBletcher,DannyWebb,PintoColvig",BurtGillett,코미디,72%,72%,1937,https://images.justwatch.com/poster/155008643/s592,9min,"미키 마우스, 도날드 덕, 구피는 '아약스 유령 퇴치 회사'를 운영한다. 이들은 집으로 와달라는 외롭고 심심한 유령으로부터 전화를 받고, 장난꾸러기 유령들의 익살 맞은 장난으로 바보같이 겁에 질린다.",외로운 유령들
"MiltKahl,DonWilson,WaltDisney",DickRickard,"애니메이션,코미디,가족",72%,72%,1938,https://images.justwatch.com/poster/250350804/s592,8min,아카데미 수상 단편. 조용하고 상냥하며 길가에 멈춰 서서 꽃향기 맡는 것을 좋아하는 한 마리의 소. 어쩌다 벌에 쏘인 퍼디낸드를 보고 무시무시한 짐승으로 여긴 마을 사람들은 퍼디낸드를 소싸움 판에 내보내는데. 그러나 막상 싸움판에 올라간 퍼디낸드의 관심은 투우사에게 주어지는 꽃다발뿐.,황소 페르디난드
"PintoColvig,WaltDisney,ClarenceNash",BenSharpsteen,코미디,80%,80%,1938,https://images.justwatch.com/poster/180323281/s592,7min,"Goofy's in the driver's seat, Mickey's in the kitchen, and Donald's in bed in Mickey's high-tech house trailer. When Goofy comes back to eat breakfast, leaving the car on autopilot, it takes them onto a dangerous closed mountain road. When Goofy realizes this, he accidentally unhooks the trailer, sending it on a perilous route. They come very close to disaster several times, while the oblivious Goofy drives on and hooks back up to them.",Mickey's Trailer
"DeemsTaylor,WaltDisney,JuliettaNovis,LeopoldStokowski","PaulSatterfield,HamiltonLuske,JimHandley,FordBeebe,T.Hee,WilfredJackson,WilliamRoberts,BenSharpsteen,JamesAlgar,SamuelArmstrong,NormanFerguson,DavidHand","애니메이션,가족,판타지,음악",7.7,84%,1940,https://images.justwatch.com/poster/242624015/s592,2시간4분,"8곡의 클래식 음악에 각각 다른 성격의 애니메이션을 결합한 것으로, 총 10명이 연출을 맡고 25명이 스토리 작업에 투입된 작품이다. 판타지아에는 바흐의 토카타와 푸가, 베토벤의 전원 교향곡, 차이콥스키의 호두까기 인형, 스트라빈스키의 봄의 제전, 뒤카의 마법사의 제자, 폰키엘리의 시간의 춤, 무소륵스키의 민둥산의 하룻밤, 슈베르트의 아베 마리아가 환상적인 영상과 함께 실려 있다. 연주를 담당한 악단은 세계 정상급 교향악단인 필라델피아 오케스트라이고, 지휘는 영화 오케스트라의 소녀에도 출연한 적이 있는 세계적인 지휘자 레오폴드 스토코프스키가 맡았다.",환타지아
"WaltDisney,LeeMillar,BillyBletcher",ClydeGeronimi,애니메이션,71%,71%,1940,https://images.justwatch.com/poster/239955658/s592,8min,"Mickey is heading out on vacation from Burbank to Pomona, taking the train. The conductor, Pete, won't let him on with Pluto, so he hides Pluto in his suitcase, and tries to hide him all throughout the trip without much luck. But Pete wins when Pluto is hooked by a mail hook. Or does he?",Mr. Mouse Takes a Trip
ClarenceNash,JackKing,애니메이션,69%,69%,1940,https://images.justwatch.com/poster/245030772/s592,8min,도날드는 조카들의 방해를 제치고 데이지의 환심을 사려다 극도로 좌절하게 된다.,도날드의 데이트
"SterlingHolloway,HermanBing,JohnMcLeish,EdwardBrophy,JamesBaskett,BillyBletcher,JimCarmichael,CliffEdwards,VernaFelton,NoreenGammill,EddieHolden,MalcolmHutton,HaroldManley,MargaretWright","NormanFerguson,JackKinney,WilliamRoberts,WilfredJackson,SamuelArmstrong,BenSharpsteen","가족,애니메이션,판타지,드라마",7.3,80%,1941,https://images.justwatch.com/poster/119666679/s592,1시간4분,"아기 코끼리 덤보는 자신의 커다란 귀 때문에 항상 서커스단 식구들에게 놀림을 받는다. 처음 서커스에 출연하는 날 덤보는 귀엽게 단장을 하고 손님들 앞에서 묘기를 보이지만 커다란 귀 때문에 구경 온 아이들의 놀림만 받는다. 덤보를 끔찍이 아끼는 엄마 점보 부인은 덤보를 놀리는 아이들을 혼을 내주게 되고, 서커스장은 온통 아수라장이 되어 버린다. 이 사건으로 덤보의 엄마 점보 부인은 미친 코끼리로 낙인이 찍힌 채 서커스단을 떠나게 된다. 다른 코끼리들은 이 모든 것이 덤보의 커다란 귀 때문이라며 그를 따돌린다. 엄마 잃은 덤보는 서커스단에서 친구 하나 없는 외로운 신세가 되고 마는데...",덤보
ClarenceNash,JackKing,애니메이션,74%,74%,1941,https://images.justwatch.com/poster/249688635/s592,7min,"도날드가 라디오 프로그램을 듣고서 와플을 만들기로 하는데, 실수로 반죽에 고무 시멘트가 들어가면서 온 집안이 전쟁터가 되어버리자 도날드는 라디오 방송국에 따지러 쳐들어간다.",요리사 도날드
ClarenceNash,JackKing,애니메이션,71%,71%,1941,https://images.justwatch.com/poster/245031278/s592,8min,"Donald has to get up early, but everything seems to be working to keep him awake. His loudly ticking alarm clock resists several attempts to quiet it. Donald ultimately swallows it; the glow-in-the-dark dial can be seen through his feathers. Then his folding bed folds up on him. Springs start popping out of it; Donald builds an elaborate framework to hold it down. Finally, enough of the clock reassembles itself to sound the alarm and night is over.",Early to Bed
"DickieJones,CliffEdwards,ChristianRub,EvelynVenable,WalterCatlett,MelBlanc,CharlesJudels,FrankieDarro,DonBrodie,StuartBuchanan,MarionDarlington,JohnMcLeish,PatriciaPage,ThurlRavenscroft","WilfredJackson,BenSharpsteen,JackKinney,WilliamRoberts,T.Hee,NormanFerguson,HamiltonLuske","애니메이션,판타지,코미디,가족",7.5,81%,1940,https://images.justwatch.com/poster/263483341/s592,1시간24분,인형 제작자인 제페토는 별을 바라보면서 남자 아이 인형인 피토키오가 정말 사람이 되었으면 하고 기원한다. 그 날 밤 푸른 요정이 제페토의 작업장에 나타나 피노키오에게 아직은 인형 모습 그대로이지만 살아서 움직이게 만든다. 요정은 피노키오에게 그가 용감하고 비이기적이고 진실함을 증명할 수 있다면 그가 진짜 소년이 될 것이라 이야기한다. 피노키오의 첫 번째 시련은 제페토가 피노키오를 학교에 보내면서 닥친다. 학교로 가는 도중 피노키오는 워딩톤 파울펠로라는 이름의 교활한 여우를 만난다. 그와 그의 동료인 기데온은 피노키오가 학교를 때려치우고 연극계로 진출토록 설득하는데...,피노키오
ClarenceNash,JackKing,애니메이션,64%,64%,1938,https://images.justwatch.com/poster/173715185/s592,8min,"Donald Duck tries to exhibit his golfing ability to his nephews only to have them tease him with sneezes, noises and ""trick"" clubs. Finally, they put a grasshopper in a ball and it ""jumps"" all over.",Donald's Golf Game
"WaltDisney,EddieHolden,MarcelliteGarner","WilliamRoberts,BurtGillett",판타지,75%,75%,1938,https://images.justwatch.com/poster/174412418/s592,9min,"When a giant threatens the land, the cityfolk mistake Mickey's boast of killing seven flies with one blow to be giants. He is then forced to fight the giant for real.",Brave Little Tailor
"WaltDisney,PintoColvig,ClarenceNash",BenSharpsteen,애니메이션,76%,76%,1937,https://images.justwatch.com/poster/209731978/s592,9min,"It's time to laugh like crazy as Mickey, Goofy and Donald fight against raging gears, twisted springs, deafening bells and a sleeping stork. Watch them reach new heights of humor as their valiant efforts to clean a bell tower turn into a real circus!",Clock Cleaners
"PintoColvig,WaltDisney,MarcelliteGarner,ClarenceNash",BenSharpsteen,애니메이션,70%,70%,1937,https://images.justwatch.com/poster/239840922/s592,8min,"Mickey, Donald, Goofy, and Pluto experience all that Hawaii has to offer. Donald tries hula dancing, Pluto explores the beach and Goofy takes up surfing!",Hawaiian Holiday
"WaltDisney,MarcelliteGarner",WilfredJackson,애니메이션,67%,67%,1936,https://images.justwatch.com/poster/208515048/s592,8min,"Minnie's old friend, Mortimer Mouse, drops in on Mickey and Minnie's picnic. His practical jokes and coming on to Minnie soon have Mickey stewing, and their car isn't happy either. When Mortimer gets a nearby bull enraged and takes off, the car comes to the rescue after Mickey gets tangled up in a red blanket.",Mickey's Rival
"WaltDisney,BillyBletcher,PintoColvig,JamesMacDonald,ClarenceNash",DavidHand,"판타지,애니메이션,가족",79%,79%,1936,https://images.justwatch.com/poster/209239496/s592,9min,"Mickey has been reading Alice in Wonderland, and falls asleep. He finds himself on the other side of the mirror, where the furniture is alive. He eats a walnut, which makes him briefly larger, then small. He dances around a lot, ultimately doing a major number with a deck of cards. He dances with the queen, making the king jealous. He comes after Mickey with swords, and Mickey defends himself with a sewing needle. Mickey gets the upper hand, and the king calls for reinforcements. Mickey finds himself chased by several decks, which throw their spots at him. He turns on a fan and blows them away, back through the mirror, where his alarm is ringing.",Thru the Mirror
"PintoColvig,WaltDisney,MarcelliteGarner,ClarenceNash",BenSharpsteen,애니메이션,72%,72%,1935,https://images.justwatch.com/poster/11881522/s592,8min,Mickey shows off his ice-skating skills to Minnie; Goofy does some unconventional ice fishing; Donald straps skates to Pluto and laughs at his attempts to skate. Donald gets strapped to a kite and is about to be swept over a waterfall when Mickey pulls off an heroic rescue.,On Ice
"SaraBerner,BillyBletcher,PintoColvig,DorothyCompton,MaryModer",BurtGillett,애니메이션,70%,70%,1934,https://images.justwatch.com/poster/262987309/s592,9min,"＇빨간 모자 소녀＇와 늑대, 아기 돼지 삼형제의 이야기를 담은 애니메이션",나쁜 늑대
"WaltDisney,ThelmaBoardman,ClarenceNash,PintoColvig,FlorenceGill",RileyThomson,코미디,63%,63%,1942,https://images.justwatch.com/poster/209847830/s592,8min,"The gang throws Mickey a surprise birthday party; his present is an electric organ, which Minnie plays while Mickey does a jazzy dance. Goofy bakes the cake, but keeps having trouble with it falling. The gang does a conga line to a Latin tune.",Mickey's Birthday Party
ClarenceNash,DickLundy,코미디,67%,67%,1943,https://images.justwatch.com/poster/11789703/s592,7min,"Donald, driving in the country, is frustrated in his attempts to fix a flat tire. The jack breaks, the radiator explodes, then the remaining three tires go flat. Donald gives up in disgust and drives on with the flats. The film features references to the rubber shortage during World War II.",Donald's Tire Trouble
"GeorgeJohnson,JohnMcLeish",JackKinney,애니메이션,72%,72%,1942,https://images.justwatch.com/poster/173389438/s592,8min,"구피가 수영하는 법을 보여주려 하지만, 작은 락커실에서 옷을 탈의하는 과정에서 난관에 부딪힌다. 하지만 이내 다이빙과 수영 테크닉을 선보인다.",수영하는 법
"SterlingHolloway,ClarenceNash,JoaquinGaray,JoséOliveira,PintoColvig,AuroraMiranda,CarmenMolina,DoraLuz","HaroldYoung,NormanFerguson,JackKinney,ClydeGeronimi,WilliamRoberts","애니메이션,코미디,가족,판타지",6.4,71%,1944,https://images.justwatch.com/poster/175637008/s592,1시간11분,도날드 덕이 친구인 판치토와 조제 카리오카와 함께 멕시코와 브라질을 여행하며 그 문화를 경험한다,3인의 기사
"GeorgeJohnson,FredShields",JackKinney,애니메이션,71%,71%,1942,https://images.justwatch.com/poster/245031065/s592,8min,"Goofy shows us the national pastime. After a brief overview, we have a demonstration of the many possible pitches. On to the World Series, where we go through an eventful inning, culminating in a baseball that disintegrates when being hit.",How to Play Baseball
PintoColvig,JackHannah,애니메이션,69%,69%,1946,https://images.justwatch.com/poster/244866311/s592,7min,"A basketball game of Goofs (P.U. vs. U.U.) in which the players play furiously, often breaking the rules of the game. All of the players are named after Disney artists.",Double Dribble
"RoyRogers,DennisDay,FreddyMartin,FrancesLangford,EthelSmith,Trigger,BobbyDriscoll,LuanaPatten,PattyAndrews,MaxeneAndrews,LaverneAndrews,FredWaring","HamiltonLuske,WilfredJackson,JackKinney,ClydeGeronimi","코미디,가족,음악,애니메이션",6.3,69%,1948,https://images.justwatch.com/poster/111711260/s592,1시간15분,1940년대 애니메이션,멜로디 타임
"IleneWoods,EleanorAudley,VernaFelton,ClaireDuBrey,RhodaWilliams,JamesMacDonald,HeleneStanley,LuisvanRooten,DonBarclay,LucilleBliss,JeffreyStone,MikeDouglas,WilliamPhipps,EarlKeen,JohnWoodbury,LucilleWilliams,JuneForay,ThurlRavenscroft,ClintMcCauley,JuneSullivan,HelenSeibert,MarionDarlington,BettyLouGerson","WilfredJackson,HamiltonLuske,ClydeGeronimi","판타지,로맨스,애니메이션,가족",7.3,80%,1950,https://images.justwatch.com/poster/244083306/s592,1시간15분,"친절하고 상냥한 아릉다운 아가씨 신데렐라는 맘씨 나쁜 새 엄마와 시기심 많은 언니들의 구박을 받으면서도 희망을 잃지 않았다. 친구들이라고는 거스와 자크같은 생쥐뿐이지만 그들은 무슨 일이든 신데렐라를 도왔고, 왕자님의 무도회가 열리던 날에는 착한 요정이 나타나 신데렐라에게 아름다운 드레스와 호박으로 만든 마차를 준비해 주었을 때에도 말이 되어 신데렐라와 동행한다. 궁정의 무도회에 참석해서 멋진 왕자님을 만난 신데렐라. 하지만, 시계가 12시를 가리키자 마법은 풀려나고 신데렐라는 유리구두 한짝을 떨군 채 왕자님에게 인사도 못하고 도망치듯 궁전을 빠져나오는데...",신데렐라
"ClarenceNash,JamesMacDonald,DessieFlynn",JackHannah,애니메이션,68%,68%,1950,https://images.justwatch.com/poster/209247384/s592,6min,"도날드와 다람쥐들 칩과 데일이 또다시 서로 맞붙는다! 이번에 다람쥐들은 트레일러에서 휴가를 보내고 있는 도날드와 맞닥뜨리게 된다. 도날드가 수영을 하러 가자, 다람쥐들은 다이빙대를 옮겨 도날드를 속이고, 결국에는 도날드의 트레일러를 엉망진창으로 만든다.",경적을 울려요
"KathrynBeaumont,EdWynn,RichardHaydn,SterlingHolloway,JerryColonna,VernaFelton,J.PatO'Malley,BillThompson,HeatherAngel,JosephKearns,LarryGrey,QueenieLeonard,DinkTrout,DorisLloyd,JamesMacDonald,ThurlRavenscroft,BillLee,MaxSmith,BobHamlin,DonBarclay,LucilleBliss,PintoColvig,TommyLuske,ClarenceNash,MarniNixon,NormaZimmer","ClydeGeronimi,WilfredJackson,HamiltonLuske","판타지,애니메이션,코미디,가족",7.4,81%,1951,https://images.justwatch.com/poster/242581541/s592,1시간15분,"나른한 여름 오후, 언니가 읽어주는 역사 얘기를 들으며 졸고 있던 꼬마 소녀 앨리스는 하얀 토끼가 뛰어가는 걸 보고 뒤를 쫓아간다. 토끼 구멍 속으로 따라 들어가 보니 그곳은 완전히 신비한 세계다. 작은 문의 손잡이는 말을 하고, 테이블 위의 약병을 마시니까 앨리스는 병속에 들어 갈 정도로 아주 작아져서, 자기가 흘렸던 눈물의 파도를 타고 열쇠 구멍을 지나간다. 앨리스가 도착한 곳에서는 뱃사람 도도를 비롯한 한 떼의 무리가 파도치는 바닷가를 달리며 젖은 몸을 말리자는 노래를 부르고 있었다. 물 속에서 아무리 빙글빙글 돌아봤자 몸은 마르지 않는다고 얘기를 해 봐도 듣지 않는데...",이상한 나라의 앨리스
"ClarenceNash,DessieFlynn,JamesMacDonald",JackHannah,애니메이션,76%,76%,1951,https://images.justwatch.com/poster/210860780/s592,7min,"Donald is shoveling the snow off his walk; Chip 'n' Dale are shoveling their branch. Donald tricks them into shoveling his walk. Angered, they sneak into his house, where he's getting ready to make popcorn. They've never seen this before, but they love it. They stow away in the box, then make off with the bowl of popped corn.",Corn Chips
"JamesMacDonald,DessieFlynn,PintoColvig",CharlesA.Nichols,애니메이션,66%,66%,1950,https://images.justwatch.com/poster/244868910/s592,7min,칩과 데일은 견과류를 모아 나무 속에 숨기느라 정신이 없다. 그런데 플루토가 나타나 자기 뼈다귀도 같은 나무에 숨기려 든다. 결국 칩과 데일이 모은 견과류는 플루토의 집으로 옮겨진다. 어떻게든 되찾아야 하는데.,식량 사수 작전
"BobbyDriscoll,RobertNewton,BasilSydney,WalterFitzgerald,DenisO'Dea,FinlayCurrie,RalphTruman,GeoffreyKeen,GeoffreyWilkinson,JohnLaurie,FrancisdeWolff,DavidDavies,JohnGregson,AndrewBlackett,WilliamDevlin,HowardDouglas,HarryLocke,SamKydd,StephenJack,HaroldJamieson,DavidBlakeKelly,ReginaldDrummond,GordonMulholland,PatrickTroughton,JimO'Brady,ChrisAdcock,TomLucas,LeoPhillips,EddieMoran,BobHead,KenBuckle,PaddyBrannigan,JackArrow,FreddyClark",ByronHaskin,"가족,액션",6.9,73%,1950,https://images.justwatch.com/poster/111689123/s592,1시간36분,"낭만적인 성격의 소유자인 짐은 모험을 즐기는 용감한 청년이다. 이런 짐 앞에 우연히 전설적인 해적 플린트 선장의 비밀스런 보물지도가 손아귀에 들어온다. 이 오래된 지도는 플린트 선장이 숨겨둔 보물을 찾을 수 있는 길이 표시돼 있는데, 정작 보물은 대양에서 사라진 한 섬에 숨겨져 있다. 무모해 보이지만 짐과 친구들은 한번 시도해 보기로 하고, 아름다운 배에 몸을 싣고 항해에 나선다. 하지만 그들이 타고 있던 배에는 해적들도 함께 승선해 있는데, 알고 보니 옛 플린트 선장의 수하들이다.",보물섬
PintoColvig,CharlesA.Nichols,"가족,애니메이션,코미디",66%,66%,1949,https://images.justwatch.com/poster/203544837/s592,7min,플루토는 우편물을 가져오려고 하지만 의문스러운 소포 하나가 말을 듣지 않는다. 소포 안의 사랑스러운 거북이가 멋대로 달아나는 바람에 플루토와 특별한 소포의 한바탕 유쾌한 소동이 벌어진다.,소포야 꼼짝마
"ClarenceNash,JamesMacDonald,DessieFlynn",JackHannah,코미디,73%,73%,1949,https://images.justwatch.com/poster/20436659/s592,7min,"It's October 7th and Chip is working industriously to store enough acorns in the tree for the winter. Dale would rather sleep in his matchbox, but an angry kick from Chip gets him working furiously. But there's only so much they can do. Their tree is nearly out of acorns. Luckily, the two semi-intelligible chipmunks happen to see the half-unintelligible Donald Duck, a park ranger, planting acorns. They immediately set to steal his bag of the precious nuts. Donald soon realizes what they are up to, and sets out a box propped up with a stick. It's a crude trap, with an acorn as bait; but it's not too crude to fool Dale, who upsets it and traps Chip. Soon, Donald finds he can have fun instigating a fight between these two quarrelsome chipmunks, but he underestimates their friendship and their ability to work as a team against a common enemy: in this case, a bad-tempered duck.",Winter Storage
"PintoColvig,RuthClifford,ClarenceNash",CharlesA.Nichols,애니메이션,73%,73%,1949,https://images.justwatch.com/poster/181718804/s592,7min,"미니 마우스는 플루토에게 스웨터를 짜 준다. 미니가 플루토에게 스웨터를 입히자, 플루토는 벗지 못해 안달이다. 스웨터를 벗기 위해 플루토가 스웨터를 물에 적시자 스웨터가 줄어든다. 작아진 스웨터를 본 미니는 슬퍼하다가 말썽꾸러기 피가로에게 스웨터가 딱 맞는다는 것을 깨닫는다.",스웨터가 싫어요
"PintoColvig,JamesMacDonald",CharlesA.Nichols,애니메이션,71%,71%,1948,https://images.justwatch.com/poster/245124654/s592,7min,"미키의 부탁으로 정육점에 살라미를 사러 간 플루토에게 생각지도 못한 일이 생긴다. 불독 부치가 살라미를 훔치려고 했던 것. 플루토는 살라미를 지키기 위해 부치와 싸운다. 플루토가 살라미를 가지고 집에 돌아오자, 미키는 살라미를 부치에게 생일 선물로 준다.",플루토와 소시지
"JamesMacDonald,PintoColvig",CharlesA.Nichols,코미디,73%,73%,1948,https://images.justwatch.com/poster/209850318/s592,7min,"Mickey accidentally takes a seal home, after it sneaks into his picnic basket. When Mickey takes a bath, the seal is discovered and Mickey returns him to the park. Later, however, Mickey and Pluto discover that the bathroom is filled with seals!",Mickey and the Seal
"EdgarBergen,DinahShore,LuanaPatten,WaltDisney,AnitaGordon,CliffEdwards,ClarenceNash,PintoColvig,JamesMacDonald,BillyGilbert","JackKinney,HamiltonLuske,WilliamRoberts,WilliamMorgan","애니메이션,코미디,가족,판타지,로맨스",6.5,71%,1947,https://images.justwatch.com/poster/184554258/s592,1시간13분,"월트 디즈니의 만화. 지미니 크리켓이 소개하는 두 편의 단편. 첫번째 것은 야생으로 돌아간 서커스 곰 봉고의 이야기이며, 두번째 것은 유명한 동화를 변형한 로서 도날드 덕과 구피가 조연으로 출연한다.",미키와 콩나무
"GeorgeJohnson,JohnMcLeish",JackKinney,"코미디,가족,애니메이션",68%,68%,1942,https://images.justwatch.com/poster/250350120/s592,7min,"구피가 물고기 잡는 법을 보여주려 하지만 엉성한 캐스팅과 플라이 피싱, 급기야 보트까지 문제가 생겨 계획이 실패하고 만다.",구피의 물고기 잡기
"DonnieDunagan,PeterBehn,StanAlexander,CammieKing,WillWright,HardieAlbright,AnnGillis,TimDavis,SamEdwards,SterlingHolloway,OtisHarlan,ThelmaBoardman,ClarenceNash,MarionDarlington",DavidHand,"드라마,가족,애니메이션",7.3,80%,1942,https://images.justwatch.com/poster/38533415/s592,1시간10분,"평화로운 봄의 숲속. 모든 동물들은 숲속의 왕자가 될 밤비의 탄생을 축하하러 몰려온다. 모든 이들의 축복속에 밤비는 걸음마부터 점프까지 모든 것들을 배운다. 아기토끼 덤퍼와 스컹크 플라워를 사귀고 엄마 사슴과 함께 간 초원에서 암컷 아기사슴 펠린을 만나며 숲 속 생활에 적응해 간다. 그러던 여름의 어느 날, 사슴들이 일제히 달려가는 것과 뿔달린 수사슴들이 싸우는 것을 보고 덩달아 따라간 그곳에서 엄마와 함께 숲속의 왕자로 존경받는 수사슴의 위엄을 감상한다. 아름다운 뿔이 달린 커다란 수사슴은 밤비를 의미심장하게 보며 지나간다. 그러던 와중 수사슴은 사냥꾼들이 온 것을 알게 되고 사슴들을 대피시키는데...",밤비
"ClarenceNash,DessieFlynn,JamesMacDonald",JackHannah,"가족,애니메이션",73%,73%,1947,https://images.justwatch.com/poster/248926623/s592,7min,"Donald needs a log for his fire. Unfortunately, the one he picks is occupied by a couple of chipmunks and their stash of acorns. When he cuts it down, Chip and Dale fall out, but their acorns stay behind, so they work at putting out Donald's fire and retrieving their stash. Donald, of course, takes this as calmly and cheerfully as you would expect.",Chip an' Dale
"MaureenO'Hara,JohnPayne,EdmundGwenn,NatalieWood,GeneLockhart,PorterHall,WilliamFrawley,JeromeCowan,PhilipTonge,JackAlbertson,HarryAntrim,ArlineBletcher,LelaBliss,WaldenBoyle,KevinBurke,DorothyChristy,DickCogan,JeffCorey,SherylDeauville,MikeDonovan,TeddyDriver,MaryField,WilliamForrest,CurtFurberg,JackGargan,RobertGist,JaneGreen,AlvinGreenman,AlvinHammer,TheresaHarris,PercyHelton,HerbertHeyes,WilliamHoehneJr.,ClarkHowat,RobertHyatt,RichardIrving,RobertKarnes,FranLee,KingLockwood,MarleneLyden,RobertLynn,MaeMarsh,IdaMcGuire,JosephMcInerney,ClydeMcLeod,CharlesMeakin,RichardNeill,JeanO'Donnell,AnneO'Neal,'Snub'Pollard,LorinRaker,BobReeves,ThelmaRitter,StephenRoberts,JohnRoy,JeffreySayre,JamesSeay,IreneShirley,PattySmith,RaySpiker,AnnStaunton,BrickSullivan,AnthonySydes,GuyThomajan,ArthurTovey",GeorgeSeaton,"드라마,코미디,가족",7.9,84%,1947,https://images.justwatch.com/poster/181559139/s592,1시간36분,"아빠 없이 자란 수잔은 산타클로스 할아버지의 존재에 대해 의문을 갖고 있었으나 이런 생각은 엄마가 일하는 백화점에서 산타로 일하는 크리의 등장으로 완전히 바뀌게 된다.
 수잔에게 산타의 존재를 믿게 하려는 크리의 노력으로 수잔은 물론이고 그 주변의 사람들도 마침내 사랑과 밑음, 그리고 가족의 소중함에 대해 새로이 눈을 뜨기 시작한다.",34번가의 기적
"ClarenceNash,BillThompson,JuneForay",JackHannah,애니메이션,69%,69%,1952,https://images.justwatch.com/poster/24351002/s592,7min,"길고 하얀 턱수염을 기르고 허리가 아픈 나이 든 도날드 덕은 여전히 공원에서 쓰레기를 주우며 겨우 생계를 유지한다. 그는 자신의 오랜 파트너인 스파이크라는 이름의 늙은 꿀벌을 우연히 만나면서 좋았던 옛 기억을 떠올린다. 스파이크는 도날드의 쓰레기 줍는 일을 돕기 위해 침을 쏘면서 그들의 젊은 시절을 이야기한다. 그리고 둘의 파트너십을 성공적인 바느질 사업으로 바꾼다. 하지만 젊은 아가씨 벌이 등장하고, 이들의 파트너십과 우정은 계속될 수 있을까?",우리는 친구
"JamesMacDonald,PintoColvig",MiltSchaffer,애니메이션,68%,68%,1952,https://images.justwatch.com/poster/181743248/s592,7min,"It's Pluto's birthday party, but Mickey's dozen or so nephews seem to be having all the fun. Their present is a wagon so Pluto can pull them; the ""Pin the Tail on Pluto"" game doesn't go quite right, and everything seems to prevent Pluto from having his birthday cake. But Mickey has planned ahead.",Pluto's Party
