actors,director,genre,imdb_rating,just_rating,opening_date,posterLink,runtime,synopsis,title_kor
"ShadMoss,MorrisChestnut,JonathanLipnicki,BrendaSong,JessePlemons,JuliusRitter,CrispinGlover,AnneMeara,RobertForster,EugeneLevy,TimonKyleDurrett,AlexKrilov,DavidBrown,PeterMoret,JosefCannon,KingsleyNwokenbia,JusticeJ.Smith,GregoryL.Hall,LaurentCrawford,VinceCarter,MichaelFinley,SteveFrancis,AllenIverson,JasonKidd,DesmondMason,TracyMcGrady,AlonzoMourning,SteveNash,DirkNowitzki,GaryPayton,JasonRichardson,DavidRobinson,RasheedWallace,GeraldWallace,ChrisWebber,PatCroce,RichEisen,KennyMayne,HannahStorm,TomTolbert,GeoffWitcher,ReginaldVelJohnson,ValariePettiford,RoquiTheus,SandraProsper,DougMacMillan,VanessaWilliams,BasilWallace,CourtneyBlack,ChristineMitges,StephenHolland,FredArmisen,JulieBrown,CoreyHolcomb,NonaD.Simpson,KeiannCollins,TuckerSmallwood,JamesMcManus,SarahWhalen,RickDucommun,AriellePeterson,AprilPeterson,MilesKoules,JonathanWright,SybilAzur,KimiBateman,DianaCarreno,FauneChambers,KarenElmore,StaciB.Flood,StaceyHarper,SandraMcCoy,SarahChristineSmith,AddieYungmee,HayleyZelniker,JanellePierzina,LisaPasinelli,RyanThomas,RobertMorrisonJr.,JonEdwinWright,DwayneFoster,TyroneMerriweather,SloanFischer,ColtraneIsaacMarcus,BobbyHall,CurtisMcCoy,JoeCrawford,JamesPlatt,CharlieSchultz,LanceBarber,JohnEricBrown,RayBuffer,SusanChuang,JoelEwing,AndréGordon,TedHollis,JohnMarshallJones,JimmyKimmel,CharlesMcClelland,PaulMcMichael,Sunni-AliPowell,VincentRiviezzo,TylerRomary,JohnThompson,CraigTsuyumine,DavidVonRoehm,GaryC.Warren,WayneWitherspoon,ValTasso,AhmadRashād",JohnSchultz,"판타지,코미디,가족,스포츠",5.3,64%,2002,https://images.justwatch.com/poster/241739882/s592,1시간39분,NBA 스타 플레이어의 꿈을 가진 14세의 고아소년 캘빈. 고아원의 수녀에게서 낡은 운동화를 건네 받은 캘빈은 이니셜 MJ를 발견하고 마이클 조단이 신었던 것이라며 행복해 한다. 그 운동화를 신은 캘빈은 단짝인 머피와 함께 경기장에 갔다가 입장권이 당첨되어 L.A. Knights 팀 최고 스타인 트레이시와 맞대결을 하게 된다. 운동화 끈을 조이며 ‘마이클 조단처럼 해주세요’라는 주문을 건 캘빈은 밀착 마크를 뚫고 텅크 슛을 성공시켜 관중들을 열광시킨다. 이를 계기로 팀에 전격 스카우트 된 캘빈은 승승장구한다.  캘빈이 달갑지 않던 트레이시는 그의 아이다운 순수함과 착한 심성에 점점 마음을 열게 되고 캘빈은 트레이시에게 아버지의 존재를 느낀다. 그러나 운동화의 비밀을 알게 된 고아원 원장을 머피를 협박해 운동화를 손에 넣고 음모를 꾸미는데...,라이크 마이크
"DennisQuaid,RachelGriffiths,JayHernandez,BethGrant,AngusT.Jones,BrianCox,RickGonzalez,ChadLindberg,AngeloSpizzirri,RoyceD.Applegate,RussellRichardson,RaynorScheine,ChrisSheffield",JohnLeeHancock,"드라마,가족,스포츠",6.9,75%,2002,https://images.justwatch.com/poster/248318826/s592,2시간7분,"치명적인 어깨 부상으로 인해 야구선수의 꿈을 접은 채  한 아이의 아빠로, 남편으로, 학생들을 가르치는 선생님으로 살아온 짐 모리스. 젊은 날의 꿈을 버리지 못하고 해질 무렵이면 혼자서 투구연습을 하던 그에게 메이저리그 트라이 아웃이라는 운명적인 기회가 찾아온다. 마운드에 선 순간 그에게 쏟아진 것은 비웃음 뿐이었지만 시속 157km를 초과하는 광속구가 허공을 가르는 순간 모든 야유는 탄성으로 바뀌고 마는데...!",루키
"AlexisBledel,WilliamHurt,SissySpacek,JonathanJackson,ScottBairstow,BenKingsley,AmyIrving,VictorGarber,KoshaEngler,RichardPilcher,BradleyCoryell,JohnBadila,JuliaHart,NaomiKline,KathrynKelley,BrigidCleary,SeanPratt,RobertLewis,JeanSchertler,DominicAngelella,TheresaFlynn,ElisabethShue",JayRussell,"판타지,로맨스,가족,드라마",6.6,73%,2002,https://images.justwatch.com/poster/196457603/s592,1시간30분,"진취적이고 모험심 많은 15세의 위니 포스터는 자신을 요조 숙녀로 만들려는 어머니의 강압적인 권위에 숨이 막힐 듯 갑갑하다. 그러던 어느 여름날 지독하다고 소문난 사립학교로 떠나라는 어머니의 명령에 반발하며, 집안 소유의 출입이 금지된 숲으로 도망을 친다. 길을 잃고 헤매던 위니는 나무에서 솟는 샘물을 마시는 아름다운 소년 제시 터크를 만나게 된다.제시의 형 마일즈는 위니가 자신들과 마주쳤다는 이유로 그 자리에서 터크 일가의 집으로 데려간다. 겁을 먹은 위니는 집으로 돌아가고 싶어하지만 본성이 착한 터크 가족을 만나 모처럼의 편안함을 느낀다. 그리고 세상 모든 것으로부터 자유로와 보이는 제시와 사랑에 빠지게 된다. 그리고 얼마 후 알게 되는 터크 가족의 비밀… 터크 가족의 비밀을 알고 그들을 쫓는 한 남자와 위니를 찾으려는 포스터가의 수색으로 터크 가족의 비밀은 점점 위협을 받는데…",터크 에버래스팅
"DaveighChase,ChrisSanders,TiaCarrere,DavidOgdenStiers,KevinMcDonald,VingRhames,ZoeCaldwell,JasonScottLee,KevinMichaelRichardson,SusanHegarty,AmyHill,SteveBlum,KunewaMook,PatrickPinney","ChrisSanders,DeanDeBlois","가족,애니메이션,코미디,드라마,판타지,SF",7.3,83%,2002,https://images.justwatch.com/poster/263653897/s592,1시간26분,하와이 섬에서 언니 나니와 함께 사는 외톨이 소녀 릴로는 엘비스 프레슬리의 노래를 즐기고 훌라춤을 추며 씩씩하게 하루하루를 살아가는 사랑스런 아이. 늘 친구 하나 만들기가 소원이었던 릴로는 동물보호소에서 스티치를 만나게 되자 그를 집으로 데려간다. 릴로에겐 그저 귀여울 뿐인 강아지로 보이지만 사실 스티치는 투로 행성의 실험용 외계 생명체. 은하계 감옥으로 끌려가던 중 도망치다가 그만 지구에 불시착한 것이다. 투로 행성의 스티치 추격대가 지구로 날아오고 스티치는 갖은 꾀로 그들의 추적을 피해다닌다.,릴로 & 스티치
"RobSchneider,RachelMcAdams,AnnaFaris,MatthewLawrence,EricChristianOlsen,RobertDavi,MeloraHardin,AlexandraHolden,MaritzaMurray,FayHauser,JodiLong,TiaMowry-Hardrict,TameraMowry-Housley,LeeGarlington,AngieStone,MattWeinberg,LeilaKenzle,MichelleBranch,MichaelO'Keefe,MeganKuhlmann,AshleeSimpson,Maria-ElenaLaas,AdamSandler,KatieLohmann,ScottDolezal,RebeccaLin,BerglindIcey,LouisLombardi,TeresaEspinosa,MichaelPapajohn",TomBrady,"코미디,판타지",5.5,67%,2002,https://images.justwatch.com/poster/183768244/s592,1시간44분,"심술꾸러기 날라리에 공주병도 모자라 남 엿 먹이는 것이 취미인 제시카. 고등학교 졸업을 앞둔 그녀는 치어리더 경연대회 우승과 졸업파티의 퀸이 되기 위해 눈에 보이는 것이 없다. 친구들과 어울려 쇼핑을 간 제시카는 한 골동품 가게에서 황금빛이 요사스럽게 감도는 귀걸이 하나를 구하게 된다. 하지만 그 요상한 귀걸이는 사람의 몸을 바뀌게 하는 주술이 걸린 귀걸이. 공교롭게도 주유소에서 마주친 지저분한 좀도둑 클라이브가 제시카가 흘린 귀걸이 한 짝을 손에 넣게 된다.  아침이 되니 좀도둑 클라이브의 몸으로 바뀐 제시카. 가장 친한 친구 에이프릴을 찾아가지만, 누가 알아 볼 수 있으랴, 이 더-티한 남자가 제시카라고... 하지만, 둘만의 비밀을 알고 있는 이 이상한 남자가 자신의 친구 제시카라는 것을 믿게 된 에이프릴. 그녀 ? 혹은 그의 몸을 되찾기 위해 동분서주하게 되고... 아...하지만 여자도 아닌, 그렇다고 남자도 아닌 제시카는 가는 곳 마다 게이 취급을 받으며 사고만 일어나는데...",핫 칙
"HaydenChristensen,EwanMcGregor,NataliePortman,ChristopherLee,SamuelL.Jackson,FrankOz,IanMcDiarmid,PernillaAugust,TemueraMorrison,JimmySmits,JackThompson,LeeannaWalsman,AhmedBest,RoseByrne,OliverFordDavies,RonFalk,JayLaga'aia,AndySecombe,AnthonyDaniels,SilasCarson,AyeshaDharker,DanielLogan,JoelEdgerton,BonniePiesse,AnthonyPhelan,RenaOwen,AletheaMcGrath,SusiePorter,MattDoran,AlanRuscoe,VeronicaSegura,DavidBowers,SteveJohnShepherd,BodieTaylor,MattRowan,StevenBoyle,ZachariahJensen,AlexKnoll,PhoebeYiamkiati,KennyBaker,JeromeSt.JohnBlake,HassaniShapi,GinClarke,KhanBonfils,MichaelaCottrell,DipikaO'NeillJoti,MartonCsokas,TuxAkindoyeni,SachaAlexander,GiulioAlimenti,AmyAllen,JasonBaird,DonBies,JamelBoukabou,KristenBronson,DouglasBunn,Caine,DavidJohnClark,NatalieDanks-Smith,JustinDix,ElianaDona,NicoleFantl,SandiFinlay,ZurayaHamilton,EmmaHoward,HiltonHowson,JesseJensen,FionaJohnson,SaraElizabethJoyce,LukeKearney,NaliniKrishan,GillianLibbert,AmandaLucas,JettLucas,KatieLucas,LiamNeeson,DanielPerrott,IanRoberts,KyleRowling,JosephJettSally,JuanLuisSanchez,MikeSavva,KevinScott,ZeynepSelcuk,OrliShoshan,RichardStride,LeonardL.Thomas,TrevorTighe,ChristopherTruswell,IanWatkin,R.ChristopherWhite,MatthewWood,MattSloan",GeorgeLucas,"SF,액션,판타지",6.6,73%,2002,https://images.justwatch.com/poster/240413193/s592,2시간22분,"공화국으로부터 분리하려는 수백개의 행성연합은 은하계의 거대하고 새로운 위험으로 등장한다. 생명의 위협을 느끼는 아미달라 여왕의 신변 보호를 위해 아나킨과 오비완에게 경호 임무가 부여여된다. 공화국 수상 팰퍼틴의 야욕은 어마어마한 클론 군대를 비밀리에 양성하고, 오비완 케노비는 암살 의혹을 파헤치던 임무 중에 클론의 존재를 감지한다. 분리주의 세력과 공화국과의 걷잡을 수 없는 갈등은 마침내 거대한 전쟁을 불러오게 된다. 아나킨은 최고의 제다이 기사가 되고 싶은 욕망과 스승인 오비완과의 우정과 갈등, 여왕과의 사랑으로 갈등하는데...",스타워즈 에피소드 2: 클론의 습격
"JosephGordon-Levitt,BrianMurray,EmmaThompson,DavidHydePierce,MartinShort,DaneA.Davis,MichaelWincott,LaurieMetcalf,RoscoeLeeBrowne,PatrickMcGoohan,CoreyBurton,MichaelMcShane,TonyJay,AustinMajors,JackAngel,BobBergen,RodgerBumpass,JaneCarr,JohnCygan,JenniferDarling,PaulEiding,SherryLynn,MonaMarshall,MickieMcGowan,PatrickPinney,PhilProctor,JeremySuarez,JimWard,DeeBradleyBaker,PeterCullen","JohnMusker,RonClements","판타지,애니메이션,가족,SF",7.2,81%,2002,https://images.justwatch.com/poster/9047422/s592,1시간35분,솔라 보드를 타고 전속력으로 허공을 질주하는 것만이 숨막히는 일상의 유일한 탈출구였던 외로운 반항아 짐 호킨스. 우연히 전설로만 전해오는 보물성 지도를 얻게된 그는 주저 없이 보물을 찾아 광활한 우주로 떠난다.  하지만 그의 앞에는 상상도 할 수 없는 엄청난 위험과 음모가 도사리고 있다. 짐 호킨스의 모험 가득한 스페이스 오디세이는 과연 어떻게 전개될 것인가.,보물성
"GeorgeClooney,NataschaMcElhone,ViolaDavis,JeremyDavies,UlrichTukur,MichaelEnsign,JohnCho,MorganRusler,ShaneSkelton,DonnaKimball,ElpidiaCarrillo,KentFaulcon,LaurenCohn,JennieBaek,AnnieMorgan,AntonioRochira,JudeS.Walko",StevenSoderbergh,"로맨스,드라마,SF",6.2,68%,2002,https://images.justwatch.com/poster/13521577/s592,1시간39분,"머나먼 저편의 우주, 솔라리스 행성궤도에서 우주의 신비를 파헤치는 임무를 받고 파견된 솔라리스 특수임무팀에 지구와의 교신은 차단되고 미스터리한 사건이 벌어지기 시작한다. 하나둘 대원들은 알 수 없고 힘에 의해 조정된다. 이곳에 파견된 솔라리스 특수 임무팀의 심리학자 크리스 케빈 박사(조지 클루니 분)도 우주의 무한한 신비의 힘에 의해 자기자신이 파괴되는 것을 느끼게 되는데.  자살한 연인 '레아'에 대한 죄책감과 그리움에서 헤어나지 못한 채 살아가던 정신과 의사 '켈빈'은 우주선에 탑승했던 친구의 긴급 도움 요청을 받는다. 우주선에 도착한 그는 대원들이 대부분 사망한 참혹한 현실과 부닥친다. 그러나 살아남은 사람들도 이유에 대해서는 입을 다문다. 우주선에서의 첫날 밤, 잠든 켈빈은 레아의 꿈을 꾼다. 지하철에서의 첫 만남, 까페에서의 우연한 재회, 엘리베이터에서 멈칫거리다 포개진 두 손, 처음 그녀와 나누던 사랑의 기억... 너무나 생생한 느낌에 깜짝 놀라 눈을 뜬 켈빈은 자신의 곁에 누워있는 레아를 발견한다. 그러나 갑자기 나타난 그녀의 존재를 믿지 못하는 켈빈은 레아를 우주 밖으로 떠나보낸다. 얼마 후 혼란스러워 하는 켈빈 앞에 레아가 다시 찾아온다. 켈빈은 믿을 수 없는 현실에 당황하지만, 그의 눈에 보이는 그녀는 만지고 또 느낄 수 있는 레아 그 자체다. 이에 켈빈은 자신의 전부를 포기할 각오를 하고 그녀와의 영원한 사랑을 꿈꾼다. 그러나 우주선의 고든 박사는 외부 침략을 막으려는 솔라리스 행성의 현혹에 불과하다며 레아를 떠나보내라고 냉정하게 얘기하고, 레아도 자신의 존재를 확신할 수 없는데…",솔라리스
"RobinWilliams,ConnieNielsen,MichaelVartan,GaryCole,ErinDaniels,ClarkGregg,NickSearcy,DylanSmith,EriqLaSalle,PaulHansenKim,LeeGarlington,MarionCalvert,DavidMoreland,ShaunP.O'Hagan,JimRash,DaveEngfer,JimmyShubert,AndyRolfes,CarmenMormino,PeterMacKenzie,AndyComeau,RobertClotworthy,JesseBorja,JeanaWilson,MeganCorletto,KristinQuick",MarkRomanek,"드라마,스릴러,MadeinEurope",6.8,74%,2002,https://images.justwatch.com/poster/8830989/s592,1시간36분,"‘싸이’(로빈 윌리엄스 분)는 쇼핑몰 내의 사진 현상소에서 일하는 중년의 남자. 홀로 외롭게 살고 있는 그의 유일한 즐거움은 사진 속 행복을 훔쳐보는 것이다. 그 중에서도 10여년간 지켜본 니나 욜킨(코니 윌슨 분)의 가족에 대한 관심은 특별하다. 싸이는 사진 속에서 더없이 행복한 표정의 그들을 보며 자신이 단 한번도 누려보지 못한 행복을 공유하고 싶어한다. 급기야 욜킨 가족의 일원이라는 망상에 사로잡힌 싸이는 그들에게 존재를 드러내기로 한다.  우연을 가장하여 니나에게 접근하거나 아이가 갖고싶어 하는 장난감을 선물하며 조심스럽게 주위를 맴돌던 싸이는 집안을 몰래 엿보기도 하고, 니나의 뒤를 쫓는 등 점점 대담하고 집요하게 욜킨 가족 곁으로 접근해간다.  현상소의 손님으로서 싸이를 만나는 니나는 그의 성실하고 친절한 태도에 아무런 의심을 하지 않는다. 그러나 현상소 밖에서 자주 마주치게 되고, 그때마다 그가 자신은 물론 남편 윌(마이클 바탄 분)과 아들의 사소한 일상까지 모두 파악하고 있음을 알게 되면서 점차 두려움을 느낀다.  그러던 어느날, 싸이는 욜킨 가족에 얽힌 충격적인 현장을 목격한다. 극도로 분노한 그는 직접 사건을 해결하기 위해 치밀한 계획을 짜고 윌을 추적하는데…",스토커
"TomHanks,PaulNewman,JudeLaw,JenniferJasonLeigh,StanleyTucci,DanielCraig,TylerHoechlin,LiamAiken,DylanBaker,CiaránHinds,DavidDarlow,KevinChamberlin,DougSpinuzza,KurtNaebig,DuaneSharp,MichaelSassone,RoderickPeeples,KeithKupferer,LaraPhillips,MinaBadie,HeidiJayneNetzley,LanceBaker,NicolasCade,JohnJudd,KerryRossall,IanBarford,RobMaxey,MaureenGallagher,DianeDorsey,HarryGroener,PeggyRoeder,JamesGreene,AnthonyLaPaglia,PaulTurner",SamMendes,"스릴러,다큐멘터리,범죄,드라마",7.7,83%,2002,https://images.justwatch.com/poster/18278711/s592,1시간57분,"1931년 대공황과 금주령의 미국. '죽음의 천사'라고 불리는 마이클 설리반(톰 행크스 분). 마피아 보스의 양아들이기도 한 그는 조직의 일원으로 중요한 임무를 해결하며 살아가고 있다. 물론 거기에는 상대 세력을 제거하는 일(킬러)도 포함되어 있다. 집에서는 자상한 남편이자 든든한 아버지인 마이클. 하지만 그는 세상에서 가장 사랑하는 두 아들에게 차마 자신의 직업을 말하지 못한다.  그러던 어느날 보스의 친아들 코너와 함께 라이벌 조직에게 경고 메시지를 전하러 갔는데 코너가 보스의 명령을 어기고 돌발적인 살인을 저지르고 만다. 그런데 그것보다 더 심각한 일이 발생한다. 평소 아버지의 직업을 궁금해 하던 마이클의 큰 아들 마이클 주니어(타일러 후츨린 분)가 그 광경을 목격한 것이다.  이 사건으로 아버지의 신임을 잃게 된 코너는 마이클 일가(아내와 막내)를 처참하게 살해한다. 아슬아슬한 시간 차로 목숨을 건진 마이클과 그의 큰 아들. 이제 마이클은 이 모든 일의 배후에 조직이 개입되어 있다고 판단, 어린 아들과 함께 거대 조직을 상대로 힘겹고 험난한 복수의 여정을 시작한다.  세상에서 가장 고독한 아버지와 아들. 그들은 비로소 서로의 존재감을 그 어느 때 보다 절실히 느끼게 된다. 그리고 늘 아버지의 사랑에 목 말라 하던 마이클 주니어는 동생과 달리 자신에게는 절제된 사랑을 베풀었던 아버지의 진실을 읽게 되는데.",로드 투 퍼디션
"ReeseWitherspoon,JoshLucas,PatrickDempsey,CandiceBergen,MaryKayPlace,FredWard,JeanSmart,EthanEmbry,MelanieLynskey,CourtneyGains,MaryLynnRajskub,RhonaMitra,NathanLeeGraham,SeanBridgers,FleetCooper,KevinSussman,ThomasCurtis,DakotaFanning,MarkSkinner,MichelleKrusiec,PhilCater,MichaelSnow,BobPenny,MarkMatkevich,LeeRoyGiles,AfemoOmilami,KevinHagan,DennisRyan,JimO'Connor,LeslieHendrix,TonyRizzoli,BobSeel,KelseyLowenthal,JenApgar,SarahBaker,DeborahDuke,TedManson,SharonBlackwood,SuziBass,DonYoung,JodyThompson,DionneGipson,DougKillen,EmilyFurman,PeteTalton,KellyFranklin,OsjhaAnderson,CharlottePierrepont,TraciAnnWolfe,JanaLynnSchoep,EddyDonno,ColinFord,KatharineTowne",AndyTennant,"코미디,로맨스",6.2,70%,2002,https://images.justwatch.com/poster/74663981/s592,1시간48분,"최근 뉴욕을 들썩이게 만든 새로운 패션 아이콘 멜라니 카마이클. 패션 디자이너로 승승장구하고 있는 멜라니의 첫번째 패션쇼가 대성공을 이루던날 밤, 그녀는 뉴욕 최고의 신랑감으로 꼽히는 뉴욕 시장의 아들 앤드류(패트릭 뎀시) 온갖 다이아몬드 광채로 가득한 뉴욕 티파니 매장! 오직 그녀만을 위해 특별개장한 티파니에서 꿈에서조차 상상하지 못했던 환상적인 프로포즈를 받은 멜라니는 단번에 “Yes""를 하지 못한다. 다음날, 세상 부러울 것이 없어보이는 그녀는 알라바마의 피죤 크리크로 달려간다. “결혼에 앞서 먼저 결론지어야 할” 중대사(?!)가 있기 때문이다. 7년 동안 별거중인 그녀의 남편 제이크에게 다급한 마음으로 이혼서류를 내미는 멜라니. 하지만 냉담하기만 한 제이크는 오히려 두 사람이 처음 만나 첫 키스를 나누었던 열 살 시절의 추억을 되살리면서 멜라니의 마음을 돌려놓으려는 것이 아닌가!  제이크가 이혼서류에 서명을 하지 않을 경우 앤드류와 결혼할 수 없는 운명에 처하게 되는 멜라니는 협박과 애원 작전을 펼치지만 제이크는 느긋하기만 하다. 한편 어머니의 완강한 반대에도 불구하고 아일랜드 여행일정과 결혼날짜 그리고 호화로운 호텔 예식장까지 예약한 앤드류는 깜짝쇼를 준비하고 멜라니의 고향에 달려가는데...!",스위트 알라바마
"RayRomano,JohnLeguizamo,DenisLeary,GoranVisnjic,JackBlack,CedrictheEntertainer,StephenRoot,DiedrichBader,AlanTudyk,LorriBagley,JaneKrakowski,PeterAckerman,P.J.Benjamin,JoshHamilton,ChrisWedge,DennyDillon,MitziMcCall,TaraStrong,DarinDePaul,DannFink,PatrickPinney,PhilProctor",ChrisWedge,"애니메이션,코미디,가족,판타지",7.5,83%,2002,https://images.justwatch.com/poster/130828435/s592,1시간21분,"거대한 빙하가 온 지구의 표면을 뒤덮기 시작하던 때, 모든 동물들은 따뜻한 남쪽나라로 이동을 시작하지만, 염세적인 털북숭이 맘모스 만프레드만은 유별나게 북쪽으로 향한다. 만프레드는 우연히 떠버리 나무늘보 시드를 만나고, 인간의 아이 로샨을 발견한 뒤 가족을 찾아주기로 한다. 이들은 여행길에 검치 호랑이 디에고와 동행하게 되지만, 디에고는 비밀스런 임무를 맡고 있는 처지다. 바로 호랑이 무리의 두목으로부터 끼니를 때울 만한 인간의 아이를 납치해오라는 명령을 받은 것이다. 과연 로샨은 무사히 가족의 품으로 돌아갈 수 있을까?",아이스 에이지
"JasonStatham,ShuQi,FrançoisBerléand,MattSchulze,RicYoung,DougRand,DidierSaintMelin,TonioDescanvelle,LaurentDesponds,MatthieuAlbertini,VincentNemeth,Jean-YvesBilien,Jean-MarieParis,AdrianDearnell,AlfredLot,AudreyHamm,SebastienMigneau,LaurentJumeaucourt,ChristianGazio,FrédéricVallet,StefanGudju,SandrineRigaux,CameronWatson,VincentTulli,CyrilRaffaelli,MarcHoangNghi","LouisLeterrier,CoreyYuen","스릴러,액션,범죄,MadeinEurope",6.8,75%,2002,https://images.justwatch.com/poster/183764502/s592,1시간32분,"룰(rule)이 깨지기 시작하면서…  예상치 못한 사건, 밝혀지는 음모!  과거 특수부대 출신인 프랭크(제이슨 스태덤 분). 현재 그는 범죄조직이 의뢰한 물건을 비밀리에 운반해주는 ‘트랜스포터’ 일을 하고 있다. 비밀스럽고도 위험한 이 일을 하는 그에겐 확고한 룰(rule)이 있는데, ‘첫째, 계약조건을 변경하지 말 것’, ‘둘째, 거래는 익명으로 할 것’, ‘셋째, 절대 포장을 열지 말 것’이다.  그러던 어느 날, 프랭크는 가칭 ‘월 스트리트’(맷 슐츠 분)라는 사람에게서 새로운 거래를 의뢰받는다. 그러나 운반 도중 가방이 움직인다는 사실을 알게 되고, 가방을 열자 그 속에서 물건이 아닌 사람이 발견된다. 프랭크가 자신의 ‘룰’을 깨고 ‘라이’(서기 분)라는 여인을 구해주면서부터 일은 꼬이기 시작하고, 프랭크는 범죄조직으로부터 생명의 위협을 받게 된다.  한편, 평소 프랭크를 그의 주위를 살피던 형사 타르코니(프랑수아 베를레앙 분). 그는 프랭크의 자동차가 폭발사고의 현장에서 발견되고, 얼마 지나지 않아 프랭크의 집 전체가 정체 모를 일당에 의해 폭파되면서 프랭크를 더욱 의심하게 된다.  라이를 구해준 프랭크는 그녀에게서 놀라운 사실을 듣게 된다. 월 스트리트 일당이 그녀의 가족이 포함된 수백명의 중국인 밀입국자들을 암거래하려 한다는 것. 프랭크는 혼자서 이들을 구출하려는 그녀를 돕기로 한다. 거대 범죄조직이 그들을 뒤쫓고, 프랭크를 의심하는 경찰의 포위망까지 좁혀지면서 상황은 더욱 예상치 못한 곳으로 치닫는다. 그리고 계속되는 위험 속에서 프랭크는 그녀에게 뭔가 다른 비밀이 숨겨졌음을 감지하는데…",트랜스포터
"CillianMurphy,NaomieHarris,BrendanGleeson,MeganBurns,ChristopherEccleston,NoahHuntley,ChristopherDunne,EmmaHitching,LukeMably,StuartMcQuarrie,RicciHarnett,LeoBill,JuniorLaniyan,RayPanthaki,AlexPalmer,BinduDeStoppani,JukkaHiltunen,DavidSchneider,TobySedgwick,TristanMatthiae,AlStokes,SteenYoung,SebastianKnapp,PaulKasey,RichardDwyer,AdrianChristopher",DannyBoyle,"스릴러,드라마,공포,SF,액션",7.5,81%,2002,https://images.justwatch.com/poster/254444984/s592,1시간53분,"영국의 한 영장류 연구시설에 무단 잠입한 동물 권리 운동가들은 여러 대의 스크린을 통한 폭력 장면에 노출되어 있는 침팬지들이 쇠사슬에 묶여 있거나 우리에 갇혀 있는 것을 발견한다. 침팬지들이 '분노 바이러스'에 감염되었다는 한 연구원의 공포어린 경고를 무시한 채, 동물 권리 운동가들은 그들을 풀어주게 되고, 그 즉시 감염된 동물들로부터 피의 공격이 시작된다.  '분노 바이러스'가 유출된 28일 후, 교통사고를 당해 의식을 잃었던 '짐'(실리언 머피 분)이 런던의 한 병원에서 깨어난다. 텅 빈 병원에서 어리둥절하며 밖으로 나온 짐은 런던 시내 어느 곳에서도 사람 그림자 하나 보이지 않자 경악한다. 날이 어두워질 때까지 사람들을 찾아 거리를 헤매던 짐은 성당에 들어갔다가 겹겹이 쌓여있는 시체 더미를 발견한다. 짐이 다가오는 신부에게 말을 걸려는 순간, 두 눈이 핏빛으로 물든 신부와 감염자 무리들이 그를 뒤쫓는다. 필사적으로 달아나던 짐은 또 다른 생존자 '셀레나'(나오미 해리스 분)와 '마크'(노아 헌틀러 분)의 도움으로 간신히 위기를 모면한다. 그들로부터 영국을 완전 황폐화 시킨 후 전 세계로 퍼졌을 바이러스의 재앙을 알게 된 짐은, 혹시라도 무사할지 모를 가족을 찾아 갔다가 오히려 감염자의 공격을 받고 마크를 잃는다.",28일 후
"NickCannon,ZoeSaldana,OrlandoJones,LeonardRoberts,GQ,EarlPoitier,JasonWeaver,CandaceCarey,ShayRoundtree,MiguelA.Gaetan,J.AnthonyBrown,AfemoOmilami,TyreeseBurnett,BrandonHirsch,AngelaElayneGibbs",CharlesStoneIII,"로맨스,음악,코미디,드라마",5.9,71%,2002,https://images.justwatch.com/poster/176256691/s592,1시간58분,"'데본'(닉 케논 분)은 천부적인 드럼 연주 실력으로 애틀란타 A&T 대학에 특기생으로 입학한 새내기. 밴드부 입단 첫날부터 학교 최고의 퀸카 '라일라'(조 살다나 분)의 관심을 끄는데 성공해 사기충천한 데본은 그 기분을 만끽할 겨를도 없이 선배들의 지도 아래 밴드부 연습을 시작하게 된다. 군사 훈련처럼 혹독한 연습이 계속되는 과정에서 데본은 드럼라인의 리더인 '숀'(레오나르드 로버츠 분) 선배와 사사건건 부딪힌다. 데본의 뛰어난 연주실력에 위협을 느끼고 그를 견제하는 숀과 누구의 충고도 필요 없는 독불장군 데본. 두 사람의 갈등이 깊어진 가운데 맞이한 시즌 오프닝 공연에서 데본은 규정을 어기고 숀의 솔로 연주 순서를 빼앗는다. 며칠 후에는 동문회에서 상대방 학교 밴드부를 자극하여 집단 패싸움을 일으킨다. 이에 데본은 자신을 스카우트하고, 묵묵히 후원해주던 밴드부 단장 '리'(올랜도 존스 분)에 의해 밴드부에서 쫓겨난다. 또한 한창 무르익던 라일라와의 사랑도 위태로워 진다. 그러던 어느날, 데본은 오랫동안 의절하고 지냈던 아버지가 보낸 음악 테이프를 받는다. 아버지가 무명 드러머로 활동하던 시절의 음악을 들으면서 악상을 떠올린 데본은 밴드부 연습실로 향한다. 그곳에서 숀을 만난 데본은 그와 화해하고 팀을 위해 함께 곡을 만든다. 드디어 40년 전통의 밴드 경연대회 날, 데본의 곡으로 참여한 A&T은 동점을 받은 모리슨 브라운 대학과 우승팀을 결정하는 드럼라인 대결을 펼치게 된다. 하지만 밴드 복귀 명령을 받지 못한 데본은 최후의 승부를 준비하는 동료들을 부러운 듯이 바라보고만 있는데...",드럼라인
,,,,,,,,,
