actors,director,genre,imdb_rating,just_rating,opening_date,runtime,synopsis,title_kor
" Dylan O'Brien , Jessica Henwick , Michael Rooker , Dan Ewing , Ariana Greenblatt , Ellen Hollman , Tre Hale , Pacharo Mzembe , Senie Priti , Amali Golden , Te Kohe Tuhaka , Tasneem Roc , Thomas Campbell , Joel Pierce , Melanie Zanetti , Bruce Spence , Hazel Phillips , Miriama Smith , Andrew Buchanan , Tandi Wright , Damien Garvey , Julia Johnson , Ariu Lang Sio , Donnie Baxter , Helen Howard , Larry Cedar , Tonia Renee Hammerich , Keiichi Enomoto ", Michael Matthews ,"코미디 ,판타지 ,SF ,액션 ", 7.0 (118k) , 80% , 2020 ,1시간 49분,"세상은 괴물로 인해 망했다. 그래서 7년 동안 벙커에 숨어 살았다. 짠하지만 사랑스러운 조엘. 그가 지하 생활을 박차고 나온다. 진정한 사랑, 그녀를 만나러 가기 위하여!",러브 앤 몬스터스
" Vince Vaughn , Kathryn Newton , Celeste O'Connor , Misha Osherovich , Uriah Shelton , Dana Drori , Katie Finneran , Melissa Collazo , Alan Ruck , Brooke Jaye Taylor , Zack Shires , Magnus Diehl , Kelly Lamor Wilson , Nicholas Stargel , Mitchell Hoog , Emily Holder , Jennifer Pierce Mathus , Dustin Lewis , Alonzo Ward , Dane Davenport , Nick Arapoglou , Charles Green , Michelle Ladd , Don Stallings , Sarafina King , Tim Johnson , Carter Glade , Ezra Jeb Sexton , Maria Sager , Mario 'Vocol' Booker , Bennett Tarr , Ashley Stepanek , Eugene Shawn , Shaudry , Hannah Russell , Juleyka Roche , Morgan Monroe , Eeryn Falk Lubicich , Deja Dee , Celeste Cid , Athena Akers , Catherine Joyce Agan , Dwayne Dyke Jr. , Emma Jonnz ", Christopher Landon ,"판타지 ,공포 ,스릴러 ,코미디 ", 6.3 (51k) , 73% , 2020 ,1시간 42분,"평범 이하, 존재감 제로 고등학생 밀리가 우연히 중년의 싸이코 살인마와 몸이 바뀌게 되면서 벌어지는 예측불가 호러테이닝 영화",프리키 데스데이
" Yoshihiko Inohara , Shunsuke Michieda , Nana Mori , Jiei Wakabayashi , Junko Abe , Toru Nomaguchi , Emi Kurara , KREVA , Ichiro Yatsui , Maki Sakai , Chieko Baisho , Haruka Kudou ", Atsushi Kaneshige ,드라마 , 7.1 , 68% , 2020 ,1시간 59분,"15살 코우키는 부모님의 이혼으로 자유로운 영혼의 뮤지션 아빠 카즈키와 단둘이 함께 살게 된다. 아빠는 고등학교 3년 동안 매일 도시락을 싸 줄 것을 약속하고, 대신 코우키는 학교에 빠지지 않고 등교하기로 약속한다. 아빠의 도시락이 때로는 시한폭탄이 되기도 하고, 때로는 절친을 만드는 계기가 되기도 한다. 하지만 1년을 유급하여 한 살 어린 친구들과 같은 반에서 생활하는 것도, 부모님의 이혼도 적응이 안 되는 코우키는 방황을 하기 시작한다.",461개의 도시락
" Yoo Ah-in , Park Shin-hye , Lee Hyun-wook , Jeon Bae-soo , Jin So-yeon , Oh Hye-won , Lee Chae-kyung , Jeon Woon-jong , Lee Kyu-ho , Son Kyoung-won , Kim Hak-sun , So Hee-jung , Joo Bo-bi , Jang Ji-gun , Yoo Yeon , Jang Eui-don , Kim Hyun-woo , Lee Seung-jin , Yang Mal-bok ", Cho Il ,"공포 ,스릴러 ,드라마 ,액션 ", 6.3 (36k) , 75% , 2020 ,1시간 38분,"원인불명 증세의 사람들의 공격에 통제불능에 빠진 도시. 영문도 모른 채 잠에서 깬 준우는 아무도 없는 집에 혼자 고립된 것을 알게 된다. 데이터, 와이파이, 문자, 전화 모든 것이 끊긴 채 고립된 상황. 연락이 두절된 가족에 이어 최소한의 식량마저 바닥이 나자 더 이상 버티기 힘들어진 준우. 하지만 그 순간 건너편 아파트에서 누군가 시그널을 보내온다. 또 다른 생존자 유빈이 아직 살아있음을 알게 된 준우는 함께 살아남기 위한 방법을 찾아 나서는데...",#살아있다
" Morfydd Clark , Jennifer Ehle , Lily Frazer , Lily Knight , Turlough Convery , Rosie Sansom , Marcus Hutton , Carl Prekopp , Noa Bodner , Takatsuna Mukai , Jel Djelal , Joanna Richardson , Jonathan Milshaw , Fiona Thompson , Sona Vyas , Faith Edwards , Evo Payne , Amanda Vinter , Caoilfhionn Dunne , Louise Port , Paul Edward Davies , Linda E. Greenwood , Andrew G. Ogleby , Susanne Schraps , Colin Thompson , Bianka Vago , Jake Wyatt ", Rose Glass ,"공포 ,스릴러 ,드라마 ", 6.7 (31k) , 74% , 2020 ,1시간 25분,"젊은 간호사 모드는 말로 설명할 수 없는 트라우마를 겪은 후 세상을 등진 채 극단적으로 기독교에 몰두하며 살아간다. 모드는 심각한 암에 걸린 은퇴한 무용수 아만다의 호스피스를 맡게 된다. 모드의 독실한 믿음은 아만다의 영혼을 영원한 지옥으로부터 구해야 한다는 강박으로 이어지고, 모드는 어떤 대가를 치르더라도 아만다를 구하겠다고 마음 먹는다.",세인트 모드
" Wagner Moura , Ana de Armas , Garret Dillahunt , Will Dalton , Bradley Whitford , Brían F. O'Byrne , Clemens Schick , Clarisse Abujamra , Pedro Hossi , Sahajak Boonthanakit , Vithaya Pansringarm , Eduardo Mello , João Barreto , Osama bin Laden ", Greg Barker ,"드라마 ,역사 ,로맨스 ,다큐멘터리 ", 6.2 (9k) , 71% , 2020 ,1시간 58분,미국의 침공으로 혼란에 빠진 이라크. 분쟁 지역에서 잔뼈 굵은 남자가 위험한 임무를 짊어진다. UN 특사 세르지우 비에이라 지멜루(와그너 모라)가 바그다드에 도착한다.,세르지우
" Gijs Blom , Jamie Flatters , Susan Radder , Theo Barklem-Biggs , Jan Bijvoet , Marthe Schneider , Scott Reid , Robert Naylor , Tom Felton , Coen Bril , Ronald Kalter , Justus von Dohnányi , Mark van Eeuwen , Hajo Bruins , Joep Paddenburg , Vincent van den Berg , Sytse Faber , Rutger de Bekker , Bianca Krijgsman , Owen Kaat , Koen De Sutter , Ariane van Vliet , Lewis Conway , Pit Bukowski , Rogier Schippers , Gordon Morris , Lutz Schleisner , Jan Andreesen , Adomas Stančikas , Richard Dillane , Laimutis Sėdžius , Stephan Schäfer , Jakob Diehl , Marcus Coenen , Simon Lee Phillips , Mathijs Scheepers , Joseph Hazell , Dylan Smith , Arnas Sliesoraitis , Frederik Bott , Jan Fassbender , Bart Harder , Karl Heortweard , Marius Mensink , Jelmer Ouwerkerk , Vito Sack , Ilja Roßbander , Maximilian Beck , Maximilian Jaenisch , Astrid van Eck , Vincent Linthorst , Diana Valiušaitienė , Margarita Žiemelytė ", Matthijs van Heijningen Jr. ,"드라마 ,전쟁 ,Made in Europe ", 7.1 (25k) , 80% , 2020 ,2시간 4분,"세 젊은이가 2차 세계 대전의 포화 속으로 들어간다. 연합군의 글라이더 조종사, 네덜란드 출신의 독일군 그리고 레지스탕스로. 방법은 달랐지만, 이들이 원한 건 오직 자유, 그 하나였다.",더 포가튼 배틀
" Evan Rachel Wood , Debra Winger , Gina Rodriguez , Richard Jenkins , Patricia Belcher , Kim Estes , Da'Vine Joy Randolph , Rachel Redleaf , Randy Ryan , Mark Ivanir , Blanca Araceli , Diana Maria Riva , Betsy Baker , Michelle Gillette , Susan James Berger , Adam Bartley , Michael Twaine , Andrew Hawkes , David Ury , Matthew Downs , Samantha Cardona , Zachary Barton , Jeffrey Nicholas Brown , Tabitha Brownstone , Ian Casselberry , Nikki Castillo , Challen Cates , Jason Catron , Madeleine Coghlan , Micah Cohen , Matthew Foster , Ben Konigsberg , Ethan Josh Lee , Rebecca Lee Robertson , Zena Leigh , Brandon Morales , Steve Park , Wylie Small , Trent Walker ", Miranda July ,"범죄 ,드라마 ,코미디 ", 6.4 (16k) , 70% , 2020 ,1시간 44분,"사기꾼인 테레사와 로버트는 26년간 외동딸 올드 돌리오를 훈련 시켜 틈만 나면 사기를 치고, 은행 범죄를 저지르고, 훔치도록 했다. 자포자기 식의 성급한 상상 속 강도행각을 하는 동안 그들은 한 낯선 이를 유혹해 다음 사기극에 가담하게 해 그들의 세계가 뒤집히게 된다.",카조니어
" Anna-Maria Sieklucka , Michele Morrone , Bronisław Wrocławski , Otar Saralidze , Magdalena Lamparska , Natasza Urbańska , Grażyna Szapołowska , Tomasz Stockinger , Gianni Parisi , Mateusz Łasowski , Agnieszka Warchulska , Przemysław Sadowski , Michał Mikołajczak , Andrea Batti , Mateusz Grydlik , Natalia Janoszek , Tomasz Mandes , Blanka Lipińska , Ewa Lewandowska , Bartek Cierlica "," Tomasz Mandes , Barbara Bialowas ","드라마 ,로맨스 ,Made in Europe ", 3.4 (74k) , 60% , 2020 ,1시간 54분,직장에서 성공 가도를 달리지만 연인과의 관계는 열정을 잃은 지 오래인 여자. 생일을 맞아 떠난 여행에서 마피아 보스에게 납치당하며 아찔한 나날이 시작된다. 마음을 얻기 위해 365일 동안 뭐든 하겠다는 이 남자를 믿어도 될까.,365일
" Jesse Plemons , Jessie Buckley , Toni Collette , David Thewlis , Guy Boyd , Hadley Robinson , Gus Birney , Abby Quinn , Colby Minifie , Anthony Grasso , Teddy Coluca , Jason Ralph , Oliver Platt , Frederick E. Wodlin , Ryan Steele , Unity Phelan , Norman Aaronson , Ashlyn Alessi , Monica Ayres , Dj Nino Carta , Julie Chateauvert , Ira Temchin , Albert Skowronski , Kamran Saliani , Dannielle Rose , Thomas Hatz , Brooke Elardo ", Charlie Kaufman ,"드라마 ,스릴러 ", 6.6 (79k) , 73% , 2020 ,2시간 14분,"연인으로 떠나는 첫 여행, 기대감은커녕 한 가지 생각만 맴돈다. 이제 그만 끝낼까 해. 한 여자가 새로 사귄 남자 친구 제이크의 부모님이 계신 농장으로 향한다. 그리고 어딘가 모르게 기이한 그의 어머니와 아버지를 만나고 눈보라에 발이 묶이면서 의문을 품게 된다. 그와 그녀 자신에 대해. 눈앞에 보이는 현실과 이제까지 알고 있고 이해하고 있다고 생각했던 모든 것에 대해.",이제 그만 끝낼까 해
" Millie Bobby Brown , Henry Cavill , Sam Claflin , Helena Bonham Carter , Louis Partridge , Adeel Akhtar , Fiona Shaw , Frances de la Tour , Burn Gorman , Susan Wokoma , Claire Rushbrook , David Bamber , Hattie Morahan , Gaby French , Paul Copley , Ellie Haddington , Alex Kelly , James Duke , Connor Catchpole , Sarah Flind , Dempsey Bovell , Neil Bell , Sofia Stavrinou , Sophie Dixon , David Kirkbride , Delroy Atkinson , Mary Roscoe , Anthony Aje , Anthony Rickman , Philip Scott-Wallace , Tuyen Do , Esther Coles , Owen Atlas , Pierre Bergman , Gianni Calchetti , Paul Parker , Heather Pearse , Jay Simpson ", Harry Bradbeer ,"범죄 ,액션 ,드라마 ", 6.6 (158k) , 78% , 2020 ,2시간 3분,"열여섯 생일을 맞은 셜록의 여동생, 에놀라 홈즈. 사라진 엄마를 찾아 런던으로 향한다. 명석한 두뇌의 대명사인 오빠까지 따돌리고, 위험에 빠진 귀족 청년의 미스터리와 엮이는데. 사건을 추적하며, 홈즈 가문답게 예리한 추리력이 폭발한다. 미스터리 가득한 이 모험, 무사히 마칠 수 있을까?",에놀라 홈즈
" Craig Foster , Tom Foster "," Philippa Ehrlich , James Reed ",다큐멘터리 , 8.1 (49k) , 88% , 2020 ,1시간 24분,"남아프리카의 바다, 해초 숲을 헤엄치던 영화감독이 특별한 문어를 만난다. 경계에서 교감, 우정으로 발전하는 두 생명의 관계. 세계의 숨은 신비가 모습을 드러낸다.",나의 문어 선생님
" Eddie Redmayne , Sacha Baron Cohen , Joseph Gordon-Levitt , Michael Keaton , Frank Langella , John Carroll Lynch , Mark Rylance , Alex Sharp , Yahya Abdul-Mateen II , Jeremy Strong , Noah Robbins , Danny Flaherty , Ben Shenkman , Kelvin Harrison Jr. , Caitlin Fitzgerald , Alice Kremelberg , J. C. MacKenzie , John Doman , Wayne Duvall , Damian Young , C.J. Wilson , Brady Jenness , Meghan Rafferty , Juliette Angelo , Brendan Burke , Tah von Allmen , Alan Metoskie , John Gawlik , Kevin O'Donnell , Gavin Haag , Tiffany Denise Hobbs , Steve Routman , Madison Nichols , John F. Carpenter , Larry Mitchell , Mike Geraghty , Mike Brunlieb , James Pravasilis , Vic Kuligoski , Brandon Fierro , Calvin Ticknor-Swanson , Gabrielle Perrea , Michelle Hurst , Tony Lawry , Kathleen Garrett , Matt LeFevour , Christian Litke , Max Adler , Michael Bassett , Shawn Parsons , Julian Hester , John Quilty , Kate Miller , Edward Fletcher , Blair Lewin , Jessica Wood , Steven Komito , Marco Lama , Ben Kass , Gabriel Franken , Ed Flynn , Alex Henderson , David Fierro , Sam Nelson Harris , Marlee Mendelson , Hana Chew , Ashley Trumbo , Allison Trumbo , Shane Skidmore , Jeffrey Yonkus , Maria Jacobson , Brendan Brown , Dan MacDonald , Keeley Morris , Thomas John Gallagher , Michael A. Dean , Elizabeth Holder , Lex Elle ", Aaron Sorkin ,"드라마 ,역사 ,스릴러 ", 7.8 (167k) , 85% , 2020 ,2시간 10분,"1968년 민주당 전당대회 날. 평화롭게 시작된 시위가 경찰 및 주 방위군과 부딪치는 폭력적인 사태로 번진다. 애비 호프먼과 제리 루빈, 톰 헤이든, 보비 실 등의 시위 주동자들이 폭동을 선동하고 공모했다는 혐의로 기소된다. 그리고 이들에 대한 재판이 이어진다. 미국 역사상 가장 악명 높은 것 중 하나로 기록되는 재판이.",트라이얼 오브 더 시카고 7
" Tom Kenny , Bill Fagerbakke , Rodger Bumpass , Mr. Lawrence , Keanu Reeves , Clancy Brown , Carolyn Lawrence , Matt Berry , Jill Talley , Mary Jo Catlett , Awkwafina , Snoop Dogg , Danny Trejo , Tiffany Haddish , Reggie Watts , Antonio Raul Corbo , Jack Gore , Jason Maybaum , Presley Williams , Dee Bradley Baker ", Tim Hill ,"판타지 ,코미디 ,가족 ,SF ,애니메이션 ", 5.9 (16k) , 77% , 2020 ,1시간 35분,"우리 핑핑이가 어디로 갔을까? 설마, 납치당한 건가? 사랑하는 반려 달팽이를 찾아 떠나는 스폰지밥. 뚱이도 함께 가야지. 비키니 시티를 벗어나 미지의 세계로, 출발이다!",스폰지밥 무비: 핑핑이 구출 대작전
" Lily James , Armie Hammer , Kristin Scott Thomas , Keeley Hawes , Ann Dowd , Sam Riley , Tom Goodman-Hill , Mark Lewis Jones , John Hollingworth , Bill Paterson , Jacques Bouanich , Marie Collins , Jean Dell , Sophie Payan , Pippa Winslow , Lucy Russell , Bruno Paviot , Stefo Linard , Tom Hudson , Jeff Rawle , Ashleigh Reynolds , Bryony Miller , Ben Crompton , Jane Lapotaire , Poppy Allen-Quarmby , David Cann , Julia Deakin , Jason Williamson , Colin Bennett , Jess Irvin Rose , Chris Bearne , John Macneill , Harry Gostelow , Robert Irons , David Horovitch , Steven Waters , David Appleton , Adam Burton , Fionn Cox-Davies , Sonya Cullingford , Kirsty Arnold , Alistair Goldsmith , Fania Grigoriou , Jane Leaney , Miranda Letten , Connor Scott , Nicholas Ball , Evan Clegg , Phillip Granell , Daniel Hewson , Matthew Redman , George Sleightholme , Romano Vizzani , Ian Watson , Stuart Davidson , Julian Ferro , Toby Sauerback ", Ben Wheatley ,"스릴러 ,드라마 ,로맨스 ", 6.1 (39k) , 69% , 2020 ,2시간 3분,"갓 결혼한 젊은 여성이 남편 가문 소유의 저택에 도착하면서 시작되는 이야기. 황량한 해안, 웅장하지만 음산한 분위기가 감도는 저택에서, 그녀는 남편의 전처 레베카의 그림자와 싸우게 된다. 이미 세상을 떠난 비밀의 여인 레베카. 그녀의 흔적은 여전히 저택을 지배하고 있다.",레베카
" Tom Hanks , Helena Zengel , Michael Angelo Covino , Ray McKinnon , Mare Winningham , Elizabeth Marvel , Fred Hechinger , Bill Camp , Thomas Francis Murphy , Gabriel Ebert , Neil Sandilands , Winsome Brown , Chukwudi Iwuji , Christopher Hagen , Stafford Douglas , Michelle Campbell , Clint Obenchain , J. Nathan Simmons , Travis Johnson , Andy Kastelic , Jeffrey Ware , Chris Bylsma , Justin Tade , Darrin Giossi , Brenden Wedner , Clay James , Cash Lilley , Jared Berry , Truman Hanks , Michael Toby Sanchez , Shawn Howell ", Paul Greengrass ,"드라마 ,서부 ,액션 ", 6.8 (82k) , 76% , 2020 ,1시간 58분,"뉴스를 읽어드립니다. 텍사스 곳곳을 돌아다니며, 세상의 소식을 전하는 남북전쟁 참전 용사. 우연히 고아 소녀를 만나 더 거친 여행길에 오른다. 너를 집으로 데려다주마.",뉴스 오브 더 월드
" Kwak Do-won , Kim Dae-myung , Kim Sang-ho , Kim Hee-won , Shin Dong-mi , Lee Han-seo , Son Hyun-joo , Jo Jae-yoon , Lee Bong-ryeon , Lee Hong-nae ", Kim Bong-han ,"코미디 ,범죄 ,액션 ", 5.5 , 68% , 2020 ,1시간 46분,"필리핀으로 인생 첫 해외여행을 떠난 대천경찰서 강력반 홍병수 경장. 여행의 단꿈도 잠시, 병수는 범죄 조직의 킬러 패트릭의 작전에 휘말려 살인 용의자가 되고, 누명을 벗기 위해 현지 가이드이자 고향 후배 만철과 함께 수사에 나선다. 하지만, 형사 본능이 끓어오르는 마음과는 달리 병수의 몸과 영어는 따라주지 않고, 필리핀에서 재회한 웬수 같은 죽마고우 용배가 끼어드는 바람에 수사는 자꾸 의도치 않은 방향으로 흘러가는데…",국제수사
" George Clooney , Felicity Jones , David Oyelowo , Caoilinn Springall , Kyle Chandler , Demián Bichir , Tiffany Boone , Sophie Rundle , Ethan Peck , Tim Russ , Miriam Shor , Lilja Nótt Þórarinsdóttir , Hanna María Karlsdóttir , Atli Óskar Fjalarsson , Edan Hayhurst , Jamie Schneider , Eysis Clacken , Sam Bond , Tia Bannon , Natasha Jenssen , Bharat Mistri , Jill Buchanan , Kishore Bhatt , Gsus Lopez , Paul Riddell , Grant Crookes ", George Clooney ,"드라마 ,판타지 ,SF ,스릴러 ", 5.6 (80k) , 64% , 2020 ,1시간 58분,"종말을 맞이한 지구, 북극에는 외로운 과학자 오거스틴이 살아있다. 오거스틴은 탐사를 마치고 귀환하던 중 지구와 연락이 끊긴 우주 비행사 설리가 짧은 교신에 성공한다. 그는 설리와 그녀의 동료 우주 비행사들이 원인 불명의 재앙을 맞은 지구로 귀환하는 것을 막고자 분투하는데...",미드나이트 스카이
" Chris Hemsworth , Rudhraksh Jaiswal , Randeep Hooda , Golshifteh Farahani , Pankaj Tripathi , David Harbour , Bryon Lerum , Ryder Lerum , Shivam Vichare , Piyush Khati , Sara Rumao , Aarti Kulkarni , Umakant Patil , Praveen Indu , Swapnil Kokam , Neha Mahajan , Pallas Prajapati , Shazia Naz Gill , Rob Collins , Wayne Blair , Adam Bessa , Sam Hargrave , Rayna Campbell , Patrick Newall , Chris Jai Alex , Vonzell Carter , Héctor Andreu , Priyanshu Painyuli , Sumeet Thakur , Projoy Majumdar , Sounak Kundu , Pabitra Mondal , Abhinav Srivastana , Suraj Rikame , Sudipto Ballav , Shataf Figar , Kundan Roy , Amritpal Singh , Yatendra Bahuguna , Debapriya Saha , Sujay Mondal , Surojit Mondal , Raj Santra , Anup Sharma , Christopher Romrell , Craig 'Chili' Palmer , Michael Lehr , Mutaza Khatawala , Alejandro Anduze , Aditya Paul , Shreya Vivek , Sharan Gulati , Shitij Gulati , Akshat Pathak , Tejeshwar Singh Mann ", Sam Hargrave ,"액션 ,스릴러 ,범죄 ,드라마 ", 6.7 (189k) , 79% , 2020 ,1시간 56분,세계에서 가장 위험한 도시로 납치된 의뢰인의 아들을 구하기 위해  전직 특수부대 출신 용병이 거대 범죄 조직에 맞서 벌이는 리얼 액션 구출극.,익스트랙션
" Lee Je-hoon , Ahn Jae-hong , Choi Woo-shik , Park Jeong-min , Park Hae-soo , Lee Hang-na , Seung Eui-yeol , Song Yo-sep , Bae Je-gi , Cho Seong-ha , Kim Won-hae ", Yoon Sung-hyun ,"스릴러 ,SF ,액션 ,범죄 ,드라마 ", 6.3 (5k) , 74% , 2020 ,2시간 15분,"희망 없는 도시, 감옥에서 출소한 준석은 가족 같은 친구들인 장호와 기훈 그리고 상수와 함께 무모한 작전을 계획한다. 새로운 인생을 향한 부푼 꿈도 잠시 이들을 뒤쫓는 정체불명의 추격자가 나타나면서 목숨마저 위협받게 된다. 서로가 세상의 전부인 네 친구들은 놈의 사냥에서 벗어날 수 있을까?",사냥의 시간
" Skyler Gisondo , Kara Hayward , Vincent Kartheiser , Tristan Harris , Sophia Hammons , Catalina Garayoa , Barbara Gehring , Chris Grundy , Vic Alejandro , Laura Obiols , Jaron Lanier ", Jeff Orlowski ,"드라마 ,다큐멘터리 ", 7.6 (78k) , 83% , 2020 ,1시간 34분,"중독과 가짜 뉴스에 시달리는 현대사회. 실리콘 밸리 전문가들이 용기 내어 경고한다. 자신들의 창조물, 소셜 미디어를 주의하라고. 다큐멘터리와 드라마를 결합한 영화.",소셜 딜레마
" Gilles Lellouche , François Civil , Karim Leklou , Adèle Exarchopoulos , Cyril Lecomte , Kenza Fortas , Michaël Abiteboul , Idir Azougli , Vincent Darmuzey , Jean-Yves Berteloot , Kaïs Amsis , Foued Nabba , Abdellah Khoulalene , Jacques Kounta ", Cédric Jimenez ,"액션 ,범죄 ,스릴러 ,Made in Europe ", 6.9 (8k) , 81% , 2020 ,1시간 45분,"출동해 봐야 매번 잡범만 잡을 뿐인 프랑스 마르세유의 형사 삼인조. 상부의 실적 압박이 거센 가운데, 마침 마약 조직을 일망타진할 기회가 왔다. 승진도 시켜 줄 테니 어떻게든 작전만 성공시키라는 주문에 그들이 팔을 걷어붙인다.",더 스트롱홀드
" Mark Chao , Deng Lun , Wang Ziwen , Wang Duo , Jessie Li , Xu Kaicheng , Sun Chenjun , Wang Qing , Jasper , Ju Xiaowen , Li Yusu , Lu Zhanxiang , Li Sanshuai ", Guo Jingming ,"판타지 ,SF ,액션 ,드라마 ", 6.5 (4k) , 78% , 2020 ,2시간 12분,"인간과 요괴가 공존하는 세상. 봉인된 요물이 깨어나고, 법사들이 하나씩 사라진다. 괴이한 일이 끊이지 않는 천도성. 음과 양의 균형이 삼라만상의 이치일지니, 바야흐로 음양사가 활약할 시대가 왔도다.",음양사: 청아집
" Jessica Rothe , Harry Shum Jr. , Michael Masini , Chrissie Fit , Greg Vrotsos , Ever Carradine , Marielle Scott , Jay Pharoah , Kyle Allen , Keala Settle , Josh Brener , Jon Rudnitsky , Kenneth Kynt Bryan , Mario Cantone , Anjali Bhimani , Betsy Holt , Kadda Sheekoff ", Marc Meyers ,"로맨스 ,드라마 ", 6.3 (3k) , 80% , 2020 ,1시간 33분,"로맨틱한 프러포즈로 결혼을 약속한 풋풋한 커플. 이 청춘 남녀 앞에 놓인 첫 번째 숙제가 웨딩 준비도, 신혼집 마련도 아닌 불치병 투병이라니. 우리에게 남은 시간은 얼마일까?",올 마이 라이프
" Blake Lively , Jude Law , Sterling K. Brown , Ivana Bašić , Nasser Memarzia , Max Casella , Richard Brake , Raza Jaffrey , Geoff Bell , Jade Anouka , Tawfeek Barhom , Jack McEvoy , Ibrahim Renno , Degnan Geraghty ", Reed Morano ,"스릴러 ,액션 ,드라마 ,Made in Europe ", 5.4 (17k) , 62% , 2020 ,1시간 49분,갑작스러운 비행기 추락 사고로 가족을 잃은 '스테파니'(블레이크 라이블리). 어느 날 그의 앞에 '키스'라는 기자가 찾아와 가족의 사망이 단순한 사고가 아닌 계획된 테러였음을 주장한다. 숨겨졌던 진실에 분노한 ‘스테파니’는 테러 조직을 향한 복수를 계획하지만 한순간에 저지른 치명적인 실수로 인해 모든 상황은 최악으로 치닫게 된다. 그리고 더 이상 잃을 것 없는 인생의 끝에 선 그는 완벽한 복수를 위해 이번 사건의 유일한 정보원 'B'(주드 로)를 찾아 스코틀랜드로 떠난다.,리듬 오브 리벤지
" Yui Ishikawa , Daisuke Namikawa , Takehito Koyasu , Hidenobu Kiuchi , Haruka Tomatsu , Koki Uchiyama , Aya Endo , Minori Chihara , Kaori Mizuhashi , Rina Sato , Daichi Endo , Mayuno Yasokawa , Megumi Matsumoto , Jouji Nakata , Mugihito , Yasuhiro Mamiya , Yuuki Sanpei , Kozue Harashima , Kanako Sakuragi , Aya Saito , Rie Hikisaka , Sumire Morohoshi , Mitsuru Miyamoto , Emi Shinohara , Hisako Kyoda , Ayako Kawasumi ", Taichi Ishidate ,"판타지 ,로맨스 ,애니메이션 ,드라마 ", 8.5 (5k) , 94% , 2020 ,2시간 20분,"친애하는 길베르트 소령님, 오늘도 또 당신을 떠올리고 말았습니다.  무엇을 보든 무엇을 하든 당신이 떠오릅니다.  시간이 지나도 당신과 보냈던 기억은 선명하게 되살아납니다. 당신은 날 곁에 두었고 아무것도 모르는 제게 살아가는 방법을 가르쳐 주셨고 처음으로 사랑이라는 감정을 알려주셨습니다.  그래서 이렇게 또 편지를 쓰게 됩니다.  -언젠가 이 편지가 당신에게 닿기를 바라며-",극장판 바이올렛 에버가든
" Vanessa Kirby , Shia LaBeouf , Ellen Burstyn , Iliza Shlesinger , Benny Safdie , Sarah Snook , Molly Parker , Steven McCarthy , Tyrone Benskin , Frank Schorpion , Harry Standjofski , Domenic Di Rosa , Jimmie Fails , Juliette Casagrande , Gayle Garfinkle , Vanessa Smythe , Nick Walker , Sean Tucker , Alain Dahan , Joelle Jérémie , Leisa Reid ", Kornél Mundruczó ,드라마 , 7.1 (46k) , 78% , 2020 ,2시간 7분,"집에서 아기를 낳고 싶었다. 괜찮을 거라 믿었다. 하지만 그녀를 집어삼킨 슬픔의 나락. 가족도 남편도, 함께할 수 없다. 홀로 이편에 남아, 그녀는 깊은 어둠을 응시한다.",그녀의 조각들
" Rosamund Pike , Sam Riley , Aneurin Barnard , Anya Taylor-Joy , Simon Russell Beale , Jonathan Aris , Corey Johnson , Tim Woodward , Katherine Parkinson , Peter Sztojanov Jr. , Harriet Turnbull , Indica Watson , Demetri Goritsas , Mirjam Novak , Cara Bossom , Franciska Töröcsik , Drew Jacoby , Michael Gould , Ferenc Iván Szabó , Ariella Glaser , Richard Pepple , Ralph Berkin , Mark Phelan , Eduard Flerov , Isabella Miles , Thanh-Huy Phan , Alex Bartram , Balázs Veres , Edward Davis ", Marjane Satrapi ,"로맨스 ,드라마 ", 6.3 (16k) , 72% , 2020 ,1시간 50분,"뛰어난 연구 실적에도 불구하고 거침없는 성격 때문에 연구실에서 쫓겨난 과학자 마리. 평소 그녀의 연구를 눈여겨본 피에르는 공동 연구를 제안하고, 두 사람은 자연스럽게 사랑을 느끼게 된다. 연구를 거듭하던 마리는 새로운 원소 라듐을 발견하는데 성공하며 피에르와 함께 노벨상을 수상한다. 그 후 이 발견으로 암을 치료할 수 있다는 기대에 한껏 부푼다. 하지만 기쁨도 잠시, 피에르가 갑작스러운 죽음을 맞고 마리는 깊은 절망에 빠진다. 그리고 곧 마리는 이 위대한 발견 이면의 예상치 못한 힘을 알게 되는데…",마리 퀴리
" Sope Dirisu , Wunmi Mosaku , Matt Smith , Malaika Wakoli-Abigaba , Javier Botet , Emily Taaffe , Rasaq Kukoyi , Vivien Bridson , Cornell John , Bradley Banton , Gamba Cole , Scott Michael Wagstaff , Ty Hurley , Mevis Birungi , Yvonne Campbell , Rene Costa , Andy Gathergood , Mark Gooden , Marie Hamm , John Kamau , John Samuel Kande , Tabitha Wady , Steven Blakely , Dominic Coleman , Sally Plumb , Roland Manookian ", Remi Weekes ,"공포 ,스릴러 ,드라마 ", 6.5 (37k) , 73% , 2020 ,1시간 33분,"전쟁으로 폐허가 된 남수단에서 한 젊은 부부가 탈출을 감행한다. 생사의 고비를 넘기며 극적으로 도착한 영국. 이곳에서 더 나은 인생을 꿈꾸며 새 보금자리에 입주하지만, 첫날부터 기이한 일들이 일어난다. 쉿, 이 집에 무언가 있다.",그 남자의 집
