actors,director,genre,imdb_rating,just_rating,opening_date,runtime,synopsis,title_kor
" Alexa Miro , Rob Gomez , Pau Benitez , Candice Ramos , Rosh Barman , Sarah Holmes , Carlo Tarobal , Emilio Francisco , Chloe Reyes , Roeder Camanag , Donna Cariaga , Marina Benipayo , Shaun Salvador , Yvanne Evangelista ", Erik Matti ,"드라마 ,코미디 ,로맨스 ", 5.2 , 52% , 2021 ,2시간 11분,각자 오랜 연인과 헤어진 뒤 서로 다른 방식으로 이별에 대처하는 두 청춘. 한편 전 세계를 휩쓴 팬데믹은 현대인들의 데이트에도 커다란 여파를 미친다.,그 여자와 그 남자
" Frank Grillo , Mel Gibson , Naomi Watts , Annabelle Wallis , Ken Jeong , Will Sasso , Selina Lo , Meadow Williams , Michelle Yeoh , Mathilde Ollivier , Rob Gronkowski , Sheaun McKinney , Rio Grillo , Armida Lopez , Buster Reeves , Eric Etebari , Quinton Jackson , Rashad Evans , Joe Knezevich , Adam G. Simon , Melanie Kiran , Thomas Dewier , Aaron Beelner , Travis Gomez , Michael Tourek , John Cenatiempo , Brendan Johnston , Rigan Machado , Adetinpo Thomas , Eric Goins , Swen Temmel , Tyler Jon Olson , Robert Goon , Henry Penzi , Athena Akers , James William Ballard , Joe Carnahan ", Joe Carnahan ,"스릴러 ,SF ,액션 ", 6.8 (60k) , 76% , 2021 ,1시간 40분,"늘 똑같은 아침 7시가 되면 일어나 정체모를 킬러들과 숨막히는 추격전을 벌여야하는 남자 '로이'.  무한 타임루프 속에서 매일 죽고 살기를 반복하다 불현듯 그의 숨겨진 액션 본능이 눈을 뜨게 되는데...  145번째 아침, 오늘부턴 내가 킬러가 된다!",리스타트
" Alice Pagani , Rocco Fasano , Silvia Calderoni , Fabrizio Ferracane , Sergio Albelli , Giacomo Ferrara , Anita Caprioli , Federico Ielapi , Esther Elisha , Marco Pancrazi ", Andrea De Sica ,"공포 ,로맨스 ,판타지 ", 4.2 (1k) , 48% , 2021 ,1시간 30분,연인의 유혹으로 마약을 한 미르타는 약물 과다 복용으로 죽었지만 다시 살아나 사람의 피로 연명해야 하는 '오버데드'가 되고 오버데드를 사냥하여 처단하는 '베난단티' 그룹의 추격을 받는다. 이 작품은 환생하여 끔찍한 세상을 살아가는 한 여성의 이야기를 다룬 영화이다.,돈 킬 미
" Ester Birch , Alex Høgh Andersen , Danica Ćurčić , James Tarpey , Patricia Schumann , Fanny Leander Bornedal , Mads Riisom , Jens Sætter-Lassen , Malene Beltoft Olsen , Joen Højerslev , Kristian Ibler , Alban Lendorf , Susse Wold , Nicklas Søderberg Lundstrøm , Ella Josephine Lund Nilsson , Anděla Jirotková , Caspar Phillipson , Morten Suurballe , Michael Pitthan , Rikke Louise Andersson , Maria Rossing , Casper Kjær Jensen , Olaf Johannessen , Jaromír Nosek , Alex Figueiredo , Petr Meissel , Štepánka Fingerhutová , Jan Brichcin Jr. , Bertram Bisgaard Enevoldsen , Malena Lucia Lodahl , Henrik Noël Olesen , Mathias Flint , Inge Sofie Skovbo , Ida Procter , Malthe Jagd Miehe-Renard ", Ole Bornedal ,"드라마 ,역사 ,전쟁 ", 7.4 , 83% , 2021 ,1시간 47분,때는 제2차 세계대전. 아이들로 가득한 학교가 실수로 폭격 임무의 표적이 되면서 여러 코펜하겐 주민들의 운명이 충돌한다. 실제 사건을 기반으로 한 작품.,폭격
" Taylor Russell , Logan Miller , Indya Moore , Holland Roden , Thomas Cocquerel , Carlito Olivero , James Frain , Isabelle Fuhrman , Deborah Ann Woll , Tanya van Graan , Matt Esof , Jamie-Lee Money , Wayne Harrison , Lucy Newman-Williams , Scott Coker , Avianah Abrahams , Corin Silva , Evan Hengst , Anton David Jeftha , Jay Erving , Jaymes Butler , Amali Golden , Renee Harbek , Derek Siow , Jay Ellis , Tyler Labine , Nik Dodani , Yorick van Wageningen ", Adam Robitel ,"스릴러 ,액션 ,공포 ,SF ", 5.7 (36k) , 71% , 2021 ,1시간 28분,"출구 없는 탈출 게임에서 가까스로 살아남은 ‘조이’와 ‘벤’. 게임을 설계한 의문의 조직 ‘미노스’의 실체를 밝히기 위해 뉴욕에 도착한 두 사람은 정체불명의 남자에게 휘말려 지하철에 갇히고 만다. 순간 다른 칸과 분리된 열차 안에는 초고압 전류가 흐르기 시작하고, 그곳에 있는 6명 모두 게임의 생존자라는 것이 밝혀진다. 목숨을 건 탈출 게임이 다시 시작됐음을 직감한 그들은 뉴욕을 배경으로 벌어지는 극한의 상황에서 살아남기 위한 사투를 벌이는데….",이스케이프 룸 2: 노 웨이 아웃
" Maria Dębska , Leszek Lichota , Krzysztof Zalewski-Brejdygant , Bartłomiej Kotschedoff , Katarzyna Obidzińska , Borys Szyc , Pawel Tomaszewski , Katia Paliwoda , Rafał Rutkowski , Dariusz Basiński , Piotr Kaźmierczak , Iwo Rajski , Paulina Walendziak , Ksawery Szlenkier ", Katarzyna Klimkiewicz ,"로맨스 ,드라마 ", 6.1 , 67% , 2021 ,1시간 45분,1960년대 폴란드에서 최고의 인기를 누리던 칼리나 옝드루시크가 그녀에게 퇴짜를 맞은 뒤 그녀의 경력을 망가뜨리려 하는 고위 관리와 맞서 싸우는 이야기,오텀 걸
" Ryu Seung-ryong , Oh Na-ra , Kim Hee-won , Lee You-young , Seong Yu-bin , Moo Jin-sung , Oh Jung-se , Ryu Hyun-kyung , Park Hyoung-soo , Kim Gwi-seon , Choi Hee-jin , Kwak Min-kyu , Jeong Soo-ji , Lim Sung-mi , Kim Han-na , Kim Beom-soo ", Cho Eun-ji ,"로맨스 ,코미디 ", 6.8 , 70% , 2021 ,1시간 53분,7년째 슬럼프에 빠져 신작을 내놓지 못하고 있는 베스트셀러 작가 현. 되는 일 없이 우울한 현에게 이혼 후 싱글라이프를 즐기는 전처 미애와 한창 사춘기가 찾아와 첫사랑에 갈팡질팡하는 아들 성경 그리고 오랜 친구이자 출판사 대표인 순모가 의도치 않은 사건사고를 가져다준다. 평범하지 않은 로맨스로 얽힌 이들의 사생활이 밝혀진다.,장르만 로맨스
,,다큐멘터리 , 7.0 , 69% , 2021 ,1시간 20분,"An homage to Italian director Sergio Corbucci of the 1960s and contemporary director Quentin Tarantino, recounting a memorable period in Italian cinema with the sensibility of today.",Django & Django
" Andrew Garfield , Alexandra Shipp , Robin de Jesús , Vanessa Hudgens , Joshua Henry , Jonathan Marc Sherman , MJ Rodriguez , Ben Levi Ross , Judith Light , Bradley Whitford , Laura Benanti , Danielle Ferland , Micaela Diamond , Utkarsh Ambudkar , Gizel Jimenez , Kate Rockwell , Aneesa Folds , Joel Perez , Anna A. Louizos , Robyn Goodman , Judy Kuhn , Danny Burstein , Lauren Marcus , Richard Kind , Black Thought , Kenita R. Miller , Eddy Lee , Jared Loftin , Ryan Vasquez , Joanna Adler , Sheila Tapia , Ricardo Zayas , Travis Patton , Christopher Jackson , Jelani Alladin , Andrew Bancroft , Chris Sullivan , Luis A. Miranda Jr. , Kelly Watson , Chuck Cooper , André De Shields , Renée Elise Goldsberry , Joel Grey , Wilson Jermaine Heredia , Beth Malone , Howard McGillin , Brian Stokes Mitchell , Bebe Neuwirth , Adam Pascal , Bernadette Peters , Phylicia Rashād , Chita Rivera , Daphne Rubin-Vega , Phillipa Soo , Chad Beguelin , Nick Blaemire , Eli Bolin , Jason Robert Brown , Eisa Davis , Amanda Green , Quiara Alegría Hudes , Joe Iconis , Tom Kitt , Alex Lacamoire , Steven Levenson , Jaime Lozano , Dave Malloy , Matthew McCollum , Grace McLean , Helen Park , Stephen Schwartz , Marc Shaiman , Matthew Sklar , Georgia Stitt , Shaina Taub , Jeanine Tesori , Stephen Trask , Sean McDaniel , Victoria Theodore , Bryndon Cook , Debbie Tjong , Charles Conforti , Derrick Delgado , Mason Versaw , Javiel Sellas , Barbara Ames , James C. Nicola , Roger Bart , Emily Juean Stillings , Jennifer Laroche , Lauren Yalango-Grant , Ayo Janeen Jackson , Lucy Struever , Stephanie Crousillat , Gaby Diaz , Ilia Jessica Castro , Marie Rose Baramoski , Keisha 'Sparkle' Hughes , Lane Napper , Kyle McIntire , Sean Ryan , Christopher Grant , Austin Goodwin , Carlos Gonzalez , Callan Bergmann , Kyle Richard Robinson , Erin N. Moore , Taeler Cyrus , Spencer Clark , Ehizoje Azike , Chloe N. Crade , Maira Barriga Toyama , Christine Seinicki , Purdie Baumann , Erin Monteleone , Noah Lentini , Jacob Patrick Wasson , Adriel Flete , Dwany Guzman , Victoria Caban , Melody Rose , Alexia Belrose , Lin-Manuel Miranda , Stephen Sondheim , Ken Holmes , Jonathan Larson ", Lin-Manuel Miranda ,드라마 , 7.5 (83k) , 85% , 2021 ,1시간 55분,"뉴욕시에서 식당 웨이터로 일하는 한편, 명작을 쓰겠다는 희망으로 창작에 매진하는 뮤지컬 작곡가. 서른 살 생일과 중요 공연을 앞두고 심적 압박을 받는 상황에서도 사랑과 우정을 헤쳐나간다.","틱, 틱... 붐!"
" Agata Buzek , Jacek Braciak , Adam Woronowicz , Malgorzata Zajaczkowska , Paweł Kruszelnicki , Jakub Zając , Wiktoria Wolańska , Leon Grzegorzek , Karolina Bruchnicka , Julia Kuzka , Grzegorz Stępniak , Jaromír Nohavica ", Łukasz Grzegorzek ,"드라마 ,로맨스 ,코미디 ", 6.3 , 61% , 2021 ,1시간 39분,불행한 결혼 생활 속에서 대가족을 지키려 노력하는 여자. 설상가상으로 비밀을 아는 누군가가 익명으로 협박을 해오자 어떻게든 상황을 수습하려 애쓴다.,마이 원더풀 라이프
" Jennifer Lawrence , Leonardo DiCaprio , Meryl Streep , Rob Morgan , Jonah Hill , Cate Blanchett , Mark Rylance , Tyler Perry , Timothée Chalamet , Ron Perlman , Ariana Grande , Kid Cudi , Himesh Patel , Melanie Lynskey , Michael Chiklis , Tomer Sisley , Paul Guilfoyle , Robert Joy , Jack Alberts , Ting Lik , Lance A. Williams , Shimali de Silva , Hettienne Park , Rafael Silva , Lonnie Farmer , Homa Sarabi Daunis , Barbara Douglass , Rena Maliszewski , Robert Hurst Radochia , Conor Sweeney , Ross Partridge , Richard Donelly , Liev Schreiber , Samsara Yett , Meara Mahoney-Gross , Jaden Onwuakor , Staci Roberts Steele , Wendy Bellevue , Mishka Yarovoy , Chris Everett , Annette Miller , Stephen Thorne , Aimee Doherty , Natalie Rebenkoff , Gary Tanguay , Georgia Lyman , Patricia DeHaney , Ben Sidell , Therese Plaehn , Omar Ghonim , Jody O'Neil , Meghan Leathers , Ashleigh Banfield , Sarah Silverman , Richard Snee , Darryl Wooten , Danielle Waxman , Jeffrey Smith , Jon Glaser , Dorothy Dwyer , Odis Spencer Jr. , Chris Evans , André Silva , Lewis D. Wheeler , Zach Holmes ", Adam McKay ,"코미디 ,드라마 ,SF ", 7.2 (458k) , 81% , 2021 ,2시간 18분,천문학과 대학원생 케이트 디비아스키(제니퍼 로렌스)와 담당 교수 랜들 민디 박사(레오나르도 디카프리오)는 태양계 내의 궤도를 돌고 있는 혜성이 지구와 직접 충돌하는 궤도에 들어섰다는 엄청난 사실을 발견한다. 하지만 지구를 파괴할 에베레스트 크기의 혜성이 다가온다는 불편한 소식에 아무도 신경 쓰지 않는다.  지구를 멸망으로 이끌지도 모르는 소식을 사람들에게 알리기 위해 언론 투어에 나선 두 사람.  혜성 충돌에 무관심한 대통령 올리언(메릴 스트립)과 그녀의 아들이자 비서실장 제이슨(조나 힐)의 집무실을 시작으로 브리(케이트 블란쳇)와 잭(타일러 페리)이 진행하는 인기 프로그램 출연까지 이어가지만 성과가 없다.  혜성 충돌까지 남은 시간은 단 6개월.  24시간 내내 뉴스와 정보는 쏟아지고 사람들은 소셜미디어에 푹 빠져있는 시대이지만 정작 이 중요한 뉴스는 대중의 주의를 끌지 못하는데...,돈 룩 업
" Caitlin Fang , Karena Lam , Kaiser Chuang , Audrey Lin , Bowie Tsang , Hsia Yu-chiao , Teng-Hui Huang , Winnie Shih-Ying Chang , Jia-Yin Tsai , Ming-shiou Tsai , Blaire Chang ", Fiona Roan ,드라마 , 7.9 , 80% , 2021 ,1시간 41분,"어머니가 병을 얻은 후 대만으로 돌아온 13살 소녀 량팡안. 그곳에서의 삶, 그리고 2003년 사스 대유행에서 살아남기 위한 분투가 시작된다.",미국 소녀
" Benedict Cumberbatch , Kirsten Dunst , Jesse Plemons , Kodi Smit-McPhee , Thomasin McKenzie , Frances Conroy , Keith Carradine , Genevieve Lemon , Adam Beach , Peter Carroll , Sean Keenan , Ken Radley , George Mason , Ramontay McConnell , David Denis , Cohen Holloway , Max Mata , Josh Owen , Alistair Sewell , Eddie Campbell , Alice Englert , Jacque Drew , Yvette Parsons , Bryony Skillington , Aislinn Furlong , Daniel Cleary , Richard Falkner , Tatum Warren-Ngata , Yvette Reid , Alice May Connolly , Stephen Lovatt , Stephen Bain , Ella Hope-Higginson , Piimio Mei , Edith Poor , Vadim Ledogorov , Julie Forsyth , Alison Bruce , Karl Willetts , David T. Lim , Maeson Stone Skuggedal , Ian Harcourt ", Jane Campion ,"드라마 ,로맨스 ,서부 ", 6.9 (128k) , 77% , 2021 ,2시간 6분,"사람들을 억누르면서도 사람들을 끌어당기는 묘한 매력의 목장주. 그의 동생이 새로운 부인과 아들을 집으로 데려오자, 그들을 잔인하게 조롱하고 괴롭힌다. 예상치 못한 일이 그곳을 덮칠 때까지.",파워 오브 도그
" Maryam Hassouni , Bilal Wahib , Jouman Fattal , Nasrdin Dchar , Yasmin Karssing , Vincent Banić , Fahd Larhzaoui , Samya Hafsaoui , Sabri Saddik , Joy Delima , Oscar Aerts , Najib Amhali , Soundos El Ahmadi , Sisi Bolantini ", Daria Bukvic ,코미디 , 6.1 , 69% , 2021 ,1시간 34분,"실연의 상처를 입고 직업도 잃은 30대 여성, 레일라. 가족들은 재혼을 바라지만, 그녀는 인생을 다시 설계하고 행복을 찾기 위한 여정에 나선다.",메스키나
" Narilya Gulmongkolpech , Sawanee Utoomma , Sirani Yankittikan , Yasaka Chaisorn , Boonsong Nakphoo , Arunee Wattana , Thanutphon Boonsang , Pakapol Srirongmuang , Akkaradech Rattanawong , Chatchawat Sanveang , Yossawat Sittiwong , Arnon Losiripanya , Klangchon Chuekham , Sayan Phiwchan , Poon Mitpakdee ", Banjong Pisanthanakun ,"공포 ,스릴러 ", 6.6 (5k) , 77% , 2021 ,2시간 11분,"태국 북동부 이산 지역의 시골 마을. 이곳 사람들은 집, 숲, 산, 나무, 논밭까지, 모든 것에 혼이 깃들어 있다고 믿는다. 대를 이어 조상신 바얀을 섬기는 랑종 님은 조카 밍의 상태가 심상치 않음을 직감한다. 랑종을 취재하기 위해 님과 동행하던 촬영팀은 신내림이 대물림되는 순간을 포착하기 위해, 밍과 님, 그리고 가족에게 벌어지는 미스터리한 현상을 카메라에 담기 시작한다.",랑종
" Kim Yoon-seok , Jo In-sung , Heo Joon-ho , Kim So-jin , Jeong Man-sik , Koo Kyo-hwan , Kim Jae-hwa , Park Kyung-hye , Park Myung-shin , Han Chul-woo , Joo Bo-bi , Ahn Se-ho , Lee Jin-hee , Yoon Kyung-ho ", Ryoo Seung-wan ,"드라마 ,액션 ,스릴러 ", 7.1 (3k) , 78% , 2021 ,2시간 1분,"유엔 가입을 위해 다수의 투표권을 지닌 아프리카 대륙에서 열심히 외교 활동을 벌이던 1990년. 소말리아의 수도 모가디슈에서도 남북의 외교전은 불이 붙는다. 한신성 주소말리아 한국 대사(김윤석)와 안기부 출신의 강대진 참사관(조인성), 북한의 림용수 대사(허준호)와 태준기 참사관(구교환)은 함정을 파거나 거짓 정보를 흘려가며 서로를 견제한다. 한편 소말리아의 상황은 불안하기 그지없다. 부패한 독재정권을 몰아내려는 반군과 정부군의 대치는 1990년 12월 30일 반군이 수도 모가디슈에 입성하면서 내전으로 번진다. 통신은 물론 항공편마저 끊겨 아수라장이 된 모가디슈. 북한 대사관 사람들은 반군의 공격으로 갈 곳을 잃고, 한신성 대사는 도움을 요청한 북한 사람들을 관저로 들이는데...",모가디슈
" Jorge Lendeborg Jr. , Debby Ryan , Lucy Fry , Raúl Castillo , Alfie Allen , Sydney Sweeney , Megan Fox , Alexander Ludwig , Bryan Batt , Marlene Forte , Devyn A. Tyler , Martin Bats Bradford , Ash Santos , Hunter Burke , Tracy Brotherton , Lee Coc , Chase Yi , Robert Larriviere , Jaren Mitchell , Nandy Martin , Sydney Bell , CG Lewis , Callen David , Sheenan Cole , Reginald Robinson , Andres Velez , Peter Jaymes Jr. , Eduardo Lezcano , Marcus Wayne ", Adam Randall ,"코미디 ,액션 ,범죄 ,드라마 ,판타지 ,공포 ,스릴러 ", 5.6 (16k) , 69% , 2021 ,1시간 47분,"핫한 파티장까지 안전히 모시겠습니다! 아름다운 두 여성을 승객으로 태운 운전기사. 그런데 이 둘, 왠지 모르게 수상하다. 불길한 예감은 정확한 법. 오늘 밤, 살기 위한 발악이 펼쳐진다.",나이트 티스
" Hwang Jung-min , Kim Jae-bum , Lee You-mi , Ryu Kyung-soo , Lee Ho-jung , Cho Gyeong-hyeon , Shin Hyeon-jong , Back Joo-hee , Park Sung-woong , Park Kyung-lim , Ryoo Seung-bum , Yoo Hae-jin , Jeon Do-yeon , Lee Sung-min , Ju Ji-hoon , Lim Chul-soo ", Pil Gam-seong ,스릴러 , 81% , 81% , 2021 ,1시간 34분,"평소와 똑같던 어느 새벽, 서울 한복판에서 증거도, 목격자도 없이 대한민국 톱배우 '황정민'이 납치된다. 한 치 앞을 알 수 없는 상황 속 살기 위한 극한의 탈주가 시작되는데… 관객들을 사로잡을 리얼리티 액션스릴러가 온다!",인질
" Cha Seung-won , Kim Sung-kyun , Lee Kwang-soo , Kim Hye-jun , Nam Da-reum , Kim Hong-pa , Ko Chang-seok , Kwon So-hyun , Kim Jae-hwa , Na Chul , Jung Young-sook , Han Hye-rin , Jeong Yun-ha , Lee Hak-joo , Jang Gwang , Park Ok-chul ", Kim Ji-hoon ,"드라마 ,코미디 ", 80% , 80% , 2021 ,1시간 54분,"서울 입성과 함께 내 집 마련의 꿈을 이룬 가장 동원은 이사 첫날부터 프로 참견러 만수와 사사건건 부딪힌다. 동원은 자가취득을 기념하며 직장 동료들을 집들이에 초대하지만 행복한 단꿈도 잠시, 순식간에 빌라 전체가 땅 속으로 떨어지고 만다. 지하 500m 싱크홀 속으로 떨어진 이들은 과연 무사히 빠져나갈 수 있을까?",싱크홀
, Franz Kirchner ,코미디 , 7.8 , 76% , 2021 ,1시간 10분,"로봇을 보낼 수도 있었을 테지만, 대신 래비드를 보냈다. 무모한 임무를 위해 화성에 가는 뜻밖의 팀을 만나보시라. 어떤 것도 계획대로 풀리지 않는 모험이 시작된다!",래비드 스페셜: 엽기토끼의 화성 미션
" Dave Bautista , Ella Purnell , Omari Hardwick , Ana de la Reguera , Theo Rossi , Matthias Schweighöfer , Nora Arnezeder , Hiroyuki Sanada , Garret Dillahunt , Tig Notaro , Raúl Castillo , Huma Qureshi , Samantha Win , Richard Cetrone , Michael Cassidy , Steve Corona , Chelsea Edmundson , Zach Rose , Brian Avery , David K. Maiocco , Ryan Watson , Sabine Varnes , Mónica López , Kelly Phelan , Leon Budrow , Jim Halty , Maeve Gray , Danielle Burgio , Jessica Harbeck , Joshua Caleb Horton , Natalie Marie Jaramillo , Frank Andrade , Ava Wagenman , Wayne Dalglish , Casey Messer , Ken Thong , Donna Brazile , Sean Spicer , Sheila Awasthi , Sebastian Balchand , Colby Lemmo , Marisilda Garcia , Isachar Benitez , Carolyn Wickwire , Antonio Leyba , Colin Jones , Daisy Davis , Lora Martinez-Cunningham , Athena Perample , Albert Valladares , Alexander Ward , Steve Soliz , Jordyn Aurora Aquino , Sarah Minnich , Fred Tatasciore ", Zack Snyder ,"공포 ,스릴러 ,SF ,액션 ,범죄 ", 5.7 (163k) , 69% , 2021 ,2시간 28분,"좀비들이 점령한 라스베이거스, 최후의 도박이 시작된다. 도시의 격리 구역으로 침투하는 용병 무리. 사상 최고의 강도 작전은 어떤 결말을 맞을 것인가.",아미 오브 더 데드
" Filippo Scotti , Toni Servillo , Teresa Saponangelo , Luisa Ranieri , Marlon Joubert , Massimiliano Gallo , Betti Pedrazzi , Renato Carpentieri , Enzo De Caro , Sofya Gershevich , Lino Musella , Biagio Manna , Ciro Capano , Alessandro Bressanello , Birte Berg , Dora Romano , Monica Nappo , Cristiana Dell'Anna , Alfonso Perugini , Marina Viro , Daniele Vicorito ", Paolo Sorrentino ,드라마 , 7.4 (30k) , 84% , 2021 ,2시간 10분,"1980년대 이탈리아, 축구의 전설 마라도나가 SSC 나폴리단으로 이적할 것이라는 소식에 도시는 예수 강림이라도 기다리는 듯 술렁댄다.첫사랑의 열병을 앓고 있는 파비에토는 평범한 집안의 둘째로, 내성적이고 감수성이 예민한 소년인 동시에 또래들처럼 축구광이기도 하다.하지만 어느 날 거짓말처럼 찾아온 비극적 사건은 파비에토의 삶을 송두리째 뒤흔들고, 그는 남들보다 조금 먼저 가혹한 성년식을 치루게 된다.",신의 손
" Abbi Jacobson , Danny McBride , Maya Rudolph , Olivia Colman , Michael Rianda , Eric André , Fred Armisen , Beck Bennett , Chrissy Teigen , John Legend , Charlyne Yi , Blake Griffin , Conan O'Brien , Melissa Sturm , Doug Nicholas , Ellen Wightman , Sasheer Zamata , Elle Mills , Alex Hirsch , Jay Pharoah , Natalie Canizares , Jeff Rowe , Zeno Robinson , Grey DeLisle , Will Allegra , Alison Rich , Madeleine McGraw , Doug the Pug ", Michael Rianda ,"SF ,애니메이션 ,코미디 ,가족 ", 7.7 (93k) , 87% , 2021 ,1시간 54분,"자동차를 타고 국토를 횡단할까 했는데, 이게 무슨 날벼락. 로봇들이 세상을 점령하다니. 이제 이상하기로는 세계 최강, 미첼 가족이 나설 수밖에. 인류는 우리가 구한다. 어떻게든 되겠지!",미첼 가족과 기계 전쟁
" Mary Elizabeth Winstead , Woody Harrelson , Tadanobu Asano , Miku Martineau , Jun Kunimura , Miyavi , Michiel Huisman , Mari Yamamoto , Hirotaka Renge , Kazuya Tanabe , Cindy Sirinya Bishop , Amelia Crouch , Ava Caryofyllis , Hiroyuki Kobayashi , Koji Nishiyama , Kazuhiro Muroyama , Byron Bishop , Kimio Yamada , Ryo Tanaka , Hanazumi , Masahiro Kanemaru , Takuya Sano , Nobu Watanabe , Genki Yamasaki , Patrick Newall , Apparekoizumi , Geoffrey Guiliano , So Nozawa , Takayuki Yamamoto , Andrew Macdonald , Eoin O'Brien , Saiki Atsumi , Miku Kobato , Kanami Tōno , Misa , Elysia Rotaru , Darin Fujimori , Kwang Bin , Bando Hirohichiro , Ryuyo Kawamoto , Ryotaro Fujiyama , Katsuyoshi Kojima , Yuya Shirakawa , Mav Kang , Ulf Pilblad , Akihiko Sai ", Cedric Nicolas-Troyan ,"액션 ,범죄 ,드라마 ,스릴러 ", 6.2 (55k) , 73% , 2021 ,1시간 46분,"무자비한 암살자로 키워진 케이트. 마지막이라 결심한 임무에 실패한다. 누군가 치명적인 독을 먹였기 때문. 죽음까지 남은 시간도, 복수할 수 있는 시간도 단 하루. 그녀가 질주를 시작한다.",케이트
" Chloë Grace Moretz , Algee Smith , Raúl Castillo , Kiara Pichardo , Oscar Wahlberg , Jared Reinfeldt , Stephen Thorne , Jon F. Merz , Tamara Hickey , Linnea Gardner , Christian J. Mallen , Liam McNeill , Jason Bowen , Hana Kim , Benz Veal , Will Lyman , Owen Burke , Kate Avallone , Celeste Oliva , David Pridemore , Steve M. Robertson , John Bucy , Adobuere Ebiama , Eumi Ahn , Jose Guns Alves ", Mattson Tomlin ,"SF ,스릴러 ,드라마 ", 4.8 (16k) , 63% , 2021 ,1시간 50분,안드로이드가 반란을 일으켜 모든 것을 장악해버린 세상. 출산을 앞둔 젊은 커플이 위험을 무릅쓰고 기약 없는 여정을 이어간다. 어떻게든 안전한 곳을 찾아야 하기에.,마더/안드로이드
" Tovino Thomas , Guru Somasundaram , Harisree Ashokan , Aju Varghese , Baiju Santhosh , Femina George , Sneha Babu , Bijukuttan , Jude Anthany Joseph , P Balachandran , Mamukkoya , Rajesh Madhavan , Vasisht Umesh , Shelly Kishore , Devi Chandana , Sudheesh , Arya Salim , Thennal Abhilash , Aliyar ", Basil Joseph ,"코미디 ,액션 ,드라마 ,판타지 ,SF ", 8.1 (24k) , 86% , 2021 ,2시간 38분,"벼락을 맞고 하루아침에 특별한 능력을 갖게 된 재단사 청년. 슈퍼히어로가 되어서 마을 사람들을 괴롭히는 악당을 무찌를 테다! 잠깐만, 그런데 당신이 악당이었어?",민날 무랄리
" Noomi Rapace , Aksel Hennie , Atle Antonsen , Christian Rubeck , André Eriksen , Stig Frode Henriksen , Nils Ole Oftebro , Tor Erik Gunstrøm , Selome Emnetu , Galvan Mehidi , Evy Kasseth Røsten , Harald Dal , Jeppe Beck Laursen , Kristoffer Jørgensen , Jonas Hoff Oftebro , Fredrik Skavlan , Ailo Gaup , J.V. Martin ", Tommy Wirkola ,"스릴러 ,공포 ,코미디 ,액션 ", 6.9 (18k) , 77% , 2021 ,1시간 54분,분노만 남은 결혼 생활. 부부는 서로를 죽이려는 계획을 숨기고 외딴 산장으로 여행을 떠난다. 하지만 진짜 적은 서로가 아니었으니. 그곳에서 더 큰 위험이 두 사람을 기다리고 있다.,트립
" Jake Gyllenhaal , Ethan Hawke , Riley Keough , Peter Sarsgaard , Christina Vidal , Paul Dano , Eli Goree , Da'Vine Joy Randolph , David Castañeda , Adrian Martinez , Christiana Montoya , Gillian Zinser , Aileen Burdock , Bill Burr , Beau Knapp , Edi Patterson , Marlene Forte , Maurice Webster , Bret Eric Porter , Sal Lucio , Becky Wu , Terence J. Rotolo , Dillon Lane , Oscar Balderrama , Jaime FitzSimons , Jonathan Hunt ", Antoine Fuqua ,"드라마 ,스릴러 ,액션 ,범죄 ", 6.3 (108k) , 72% , 2021 ,1시간 31분,"911 전화 교환원으로 좌천된 경찰관. 심각한 위험에 처한 누군가가 전화를 걸어오자, 그녀를 구하기 위한 추적에 매달린다. 수화기 너머의 진실이 밝혀지고 심판의 순간이 올 때까지.",더 길티
" Hanna van Vliet , Jouman Fattal , Thorn Roos de Vries , Eline van Gils , Jade Olieberg , Huib Cluistra , Amy van der Weerden , Ayla Satijn , Jacqueline Blom , Hein van der Heijden , Romana Vrede , Anne Chris Schulting ", Valerie Bisscheroux ,"드라마 ,로맨스 ", 6.2 , 67% , 2021 ,1시간 34분,암스테르담에 사는 20대 동성애자 아너. 소설을 완성하고 연인을 위해 몬트리올로 떠나야 하는 상황. 이러한 부담감 속에서 아너는 진정으로 원하는 삶의 방향을 찾을 수 있을까?,아너+ 더 무비
