actors,director,genre,imdb_rating,just_rating,opening_date,runtime,synopsis,title_kor
"CheonHo-jin,JoHyun-jae,LeeYoung-hoon,LeeJeong-heon,YuTae-seong,ChoiGyu-hwan,YangJae-Young,ShinHyun-tak,MinSung-wook,LeeSeung-hoon,LeeWon,KuSung-hwan,KimByung-chul,ParkWon-sang,ChoJin-woong",KongSu-chang,"공포,스릴러",5.9 (1k),63%,2008,2시간1분,"폭우의 밤. 아무나 들어갈 수도 나올 수도 없는 비무장지대 내 최전방 경계초소(GP)에서 소대원 21명 중 의식불명 상태의 1명을 제외한 20명이 의문의 몰살을 당하는 사건이 발생했다. 사건 진상을 수사하기 위해 군당국은 21명의 수색대를 파견하지만, 폭우로 끊어진 도로는 수색대마저 GP506에 가두고 만다.  수색대 속에는 군 최고의 정예요원으로 평가 받는 노수사관(천호진)이 포함되어 있다. 아내의 장례식장까지 찾아간 군 장성은 몰살당한 시체 속에서 GP장(유중위)을 찾아오라고 명한다. 육사출신인 그가 참모총장의 아들이라는 사실에, 국방부 전체가 긴장한 것. 노수사관에게 주어진 시간은 그날 새벽 06시까지!  하지만, 새로운 사실이 밝혀진다. 시체는 19구, 생존자는 1명! 한 명의 흔적이 없다! 미로 같은 GP를 수색하던 중 발전실에서 의외의 인물, 살아있는 GP장(유중위)을 발견하게 된 것! 그러나 그는 본대 복귀만을 요구하며 의혹의 조짐을 보이기 시작하는데...",GP506
"ImWon-hee,GongHyo-jin,ParkSi-yeon,HwangBo-ra,RyooSeung-bum,KimSu-hyun,KimRoi-ha,AhnKil-kang,LeeJeong-heon,JeongSeok-yong,KimYeong-in,JungDoo-hong,JoDeok-hyeon,OhJi-hye,JungWoo,HwangChoon-ha,KimHeung-rae",RyooSeung-wan,"코미디,액션",5.3,59%,2008,1시간40분,"1940년, 거대한 어둠의 조직이 점점 그 세력을 확장해가는 가운데. 최정예 특수요원들의 명단이 담긴 국가 일급 기밀문서와 여성 비밀요원 금연자가 작전 수행 중 바람처럼 사라진다. 일이 이쯤 되자, 임시정부의 수장들은 감춰두었던 마지막 비장의 병기를 꺼내 들기로 한다. 자신의 존재를 밝히지 않은 채, 정의를 위해 뜨거운 가슴으로 총구를 겨누는 남자! 바로, 다찌마와 리다!",다찌마와 리: 악인이여 지옥행 급행열차를 타라
"KimHa-neul,YoonKye-sang,ShinSung-rok,KimHye-ok,LeeDae-yeon,ChaHyun-jung,KimJae-rok,OkJi-young",ParkHyun-jin,로맨스,5.8,65%,2008,1시간52분,"탁월한 경제성과 사생활 보호, 거기에 공공의 즐거움까지 일석 삼조의 노하우를 지닌 영리한 커플이 있다. 발소리만 들어도, 눈빛만 봐도 척하면 착! 서로 좋아하는 체위까지 몸에 밴 두 사람 ‘재영’과 ‘다진’은 벽하나를 사이에 두고 쿨한 6년차 연애질을 시작한다. 베란다에서 펼쳐지는 아름다운 야경을 즐기고, 모텔보다 아늑한 침대도 두 개, 거기다 생리대 심부름까지 바로 바로 OK! 장기 연애 노하우를 바탕으로 만든 연애 지침서를 히트시킨 베스트 셀러 기획자 다진은 서른 전 팀장 입성을 코 앞에 두고 일과 사랑 두 마리 토끼를 다 잡으려 한다. 지지리 궁상 떠는 친구들의 애정 상담 전문가로도 손색 없는 홈쇼핑 PD 재영도 남 부러울 게 없다. 승승가도를 달리기만 하는 그들의 빛나는 인생!! 그러나… 내년에도 후년에도 환상 커플의 궁합은 계속 뜨겁기만 할까? .",6년째 연애중
"MasakazuMorita,FumikoOrikasa,KentaroIto,AyaHirano,HiroshiKamiya,MitsuakiMadono,JunFukuyama,TaroYamaguchi,TakakoHonda,KatsuyukiKonishi,RintaroNishi,TetsuInada,FumikoOrikasa,RieKugimiya,HisayoMochizuki,NobuyukiHiyama,KayaMatsutani,ShoutoKashii,SatsukiYukino,NorikoShitaya,HideoIshikawa,AyaHisakawa,Shin-ichiroMiki,KoukiMiyata,MasaakiTsukada,FumihikoTachiki,RomiPark,RyotaroOkiayu,AkioOtsuka,RyuseiNakao",NoriyukiAbe,"판타지,드라마,애니메이션,액션",7.3 (2k),79%,2008,1시간34분,거대한 낫을 휘두르는 낯선 이의 출현. 낫에 베인 후 마음이 혼미해진 마유리가 실험실을 파괴한다. 뒤이어 피어난 버섯구름. 정령정을 초토화하기에 이른다.,극장판 블리치 3：페이드 투 블랙 - 너의 이름을 부른다
"JohnPaulTremblay,RobbWells,MikeSmith,JohnDunsworth,PatrickRoach,LucyDecoutere,SarahDunsworth,BarrieDunn,JeannaHarrison,ShelleyThompson,TyroneParsons,JonathanTorrens,BernardRobichaud,RichardCollins,JacobRolfe",MikeClattenburg,코미디,7.8 (3k),82%,2008,1시간0분,"시즌7의 최종회 후 1년이 지나고, 주인공들은 바른 생활을 할 각오가 되어 있다. 하지만 오랜 숙적이 다시 훼방을 놓기 시작하는데...",트레일러 파크 보이즈: 세이 굿바이 투더 배드 가이스
"MartinLandau,EllenBurstyn,AdamScott,ElizabethBanks,HarMarSuperstar,KaliCook,ChrisWiig,M.MichelePhillips,TinaDixon,MaryDouglass,ScottBeehner,ToddFink,RossBrockley,AlexCurbeam,MichaelLeachJr.,NickHernandez,LeoFitzpatrick,JudithKathrynHart,JulesBlight,MarkBooker,MarkKresl,ZoeyNewman,JamesDevney,MelissaJarecke,SeanO'Connell,Randi-ShaneKnox",NicholasFackler,"로맨스,드라마",7.1 (2k),76%,2008,1시간32분,"감성을 촉진하는 엣지 로맨스가 시작 된다!!! 노총각계의 전설, 엣지있는‘로버트’언제나 규칙적인 생활패턴과 흐트러짐이 없는 그에게 당돌한 여자'메리'가 나타났다. 당돌하지만 너무나 사랑스러운 ‘메리’첫 만남부터 다짜고짜 데이트를 신청하면서 달려드는 그녀. 거부할 수 없는 메리의 매력에 빠진 로버트는 생애 첫 데이트를 하게 된다. 완벽주의 엣지 노총각답게 함께 일하는 동료들에게 첫 데이트 노하우를 전수받고 모든 준비를 마친 ‘로버트’ 생애 첫 데이트에 마냥 설레기만한‘로버트’와 신비로운 ‘메리’의 엣지 로맨스가 시작된다. 하지만 그녀에게는 로버트가 모르는 엄청난 비밀이 숨겨져 있는데..... 우리의 순진남 '로버트'의 첫 데이트는 과연 성공?!","러블리, 스틸"
"BongTae-gyu,KimYe-won,OhDal-su,YounYuh-jung,JeonSoo-kyung,ByeongGilGweon,JeongSeopLee,SeoYeong,GoSeo-hee,SongJae-ho,KimKi-hyeon,ParkYoung-seo,KwakJin-mu",ShinHan-sol,"판타지,코미디",5.4,63%,2008,2시간0분,"음양의 불일치로 기센 아낙네들이 주도권을 잡은 마을, 떡장수를 하는 청년 강쇠는 밤일 제대로 하는 남정네 하나 없는 마을에서도 단연 부실 랭킹 1위! 온 마을 아낙네들의 놀림거리로 살아간다. 그러던 강쇠의 굴욕인생에 어느 날 일생일대의 사건이 일어났으니!  우연히 만난 음양통달 도사님에게 비책을 전해 듣고 500% 가득 찬 양기로 돌아온 변강쇠!!! 졸지에 마을 최고 완소남으로 변신한 강쇠는 천지를 뒤흔드는 막강파워로 아낙네들은 물론 온 동네 동물들마저 놀라게 만드는 상상초월 활약을 펼친다. 이제 그 앞에 펼쳐진 것은 온갖 산해진미를 싸들고 줄을 선 아낙네들의 들이대기 러시와 조선 방방곡곡에서 쏟아지는 스포트라이트!  조선 최고의 거물로 인생역전에 성공한 강쇠, 그러나 마냥 행복할 것만 같던 그의 앞날에 감당할 수 없는 큰 시련이 다가오는데…",가루지기
"SolKyung-gu,JungJae-young,KangShin-il,KimNam-gil,KimJung-hak,BaeJoong-sik,LeeMin-ho ,LeeMoon-sik,ParkYoung-seo,JungSuk-won,KimMin-su",KangWoo-suk,"스릴러,액션,코미디,범죄",6.3,67%,2008,2시간7분,"강동서 강력반 꼴통 형사 강철중(설경구). 5년이 지난 지금도 여전히 사건 현장을 누비고 다니지만 15년 차 형사생활에 남은 거라곤 달랑 전세 집 한 칸. 형사라는 직업 때문에 은행에서 전세금 대출받는 것도 여의치 않다. 잘해야 본전 잘 못하면 사망 혹은 병신이 될 수도 있는 빡센 형사생활에 넌더리가 난 그는 급기야 사표를 제출한다.  하지만 그때 한 고등학교에서 터진 살인사건 때문에 그의 사표 수리는 미뤄지고 이번 사건만 해결하면 퇴직금을 주겠다는 반장의 회유에 말려들어 귀찮은 사건 현장으로 돌아간다. 도무지 해결의 기미가 보이지 않던 살인사건은 죽은 학생의 지문이 얼마 전 강동서 관할에서 일어난 도축장 살인사건 현장에서 발견된 칼에 남겨진 지문과 같다는 사실이 밝혀지면서 새로운 국면을 맡는다.  강철중은 죽은 피해 학생과 어울려 다녔다는 친구 3명을 만나 단서를 찾기 시작한다. 아이들이 얼마 전 ‘거성’이란 회사에 취업했다는 사실을 알아낸 강철중은 이 사건이 ‘거성 그룹’과 관계 있다는 것을 감지하고 ‘거성 그룹’의 회장인 ‘이원술’(정재영)의 뒤를 쫓기 시작한다. 한편, 자신의 사업체마다 나타가서 훼방을 놓는 강철중 때문에 심기가 불편해진 이원술 역시 조용히 반격을 준비 하는 데…",강철중: 공공의 적 1-1
"JoIn-sung,JooJin-mo,SongJi-hyo,ShimJi-ho,SeoYoung-joo,HyunWoo,ChoJin-woong,LimJu-hwan,YeoWook-hwan,SongJoong-ki,KwonTae-won,DoYong-gu,NoMin-woo,YeoJin-goo,SonJong-hak",YooHa,"드라마,로맨스,역사",7.1 (4k),77%,2008,2시간13분,"격정의 고려말, 왕과 왕의 호위무사 '홍림'. 원의 억압을 받던 고려 말, 친위부대 건룡위의 수장 '홍림'은 대내외적 위기에 놓인 왕을 보필하며 경계를 늦추지 않는다. 그러나 후사문제를 빌미로 원의 무리한 요구는 계속되고, 정체불명의 자객들이 왕의 목숨을 위협하자, 왕은 중대한 결정을 내리게 된다.  거부할 수 없는 선택, 엇갈린 운명. 왕의 명령이라면 목숨처럼 따르는 홍림, 왕은 고려의 왕위를 이을 원자를 얻기 위해 홍림에게 왕후와의 대리합궁을 명한다. 충격과 욕망이 엇갈린 그날 밤, 세 사람의 운명은 소용돌이 치기 시작하는데...",쌍화점
"YoonKye-sang,HaJung-woo,YoonJin-seo,KimMin-joo,MaDong-seok,YuHa-jun,KwonYul,YoonA-jung,HongYi-joo,JungKyung-ho",YoonJong-bin,"코미디,드라마",5.7,61%,2008,2시간3분,"대한민국 최고의 럭셔리 신공간 청담동을 주름잡는 호스트. 그들은 화려한 청담동의 유흥업소에서 여성 고객들을 접대하며 자신들의 스타일리쉬한 삶을 유지한다. 여성들에게 초이스되기 위해 체력 관리는 물론 외모와 스타일을 가꾸며 자신에게 투자를 아끼지 않고, BMW를 타고 청담대로를 질주하는 그들의 밤은 낮보다 더욱 역동적이다.  화려한 밤의 세계에 몸 담고 있으면서도 부유했던 과거를 간직한 채 살아가는 청담동 No.1 호스트 승우(윤계상 분)와 사랑도 꿈도 내일로 미룬 채 오직 지금 이 순간만을 즐기는 호스트 바의 리더 재현(하정우 분). 그들은 오늘도 쿨하고, 폼나고, 화려한 라이프 스타일을 고수하며 럭셔리의 대명사 청담동을 배회한다.  그러던 중 승우는 순수한 듯, 자신과는 또 다른 면을 지닌 지원(윤진서 분)에게 끌리게 되고, 승우의 누나 한별(이승민 분)과 동거하던 재현은 새로운 공사 상대를 만나게 되면서 매일 반복되던 그들의 삶은 조금씩 변화하게 되는데…",비스티 보이즈
"PaulMercier,AlysonCourt,LauraBailey,RogerCraigSmith,CrispinFreeman,MichaelSorich,SalliSaffioti,MichelleRuff,MaryElizabethMcGlynn,SteveBlum,MichaelMcConnohie,KirkThornton,CindyRobinson,DaveWittenberg,KariWahlgren,KyleHebert,BarbaraGoodson,KeithSilverstein,YuriLowenthal,MeganHollingshead,SkipStellrecht,TroyBaker,KarenStrassman,J.B.Blanc,JohnnyYongBosch,DerekMears",MakotoKamiya,"공포,SF,스릴러,애니메이션,액션",6.5 (30k),74%,2008,1시간37분,"바이러스에 침투된 사람들이 괴물로 변하여 다른 사람들을 공격하여 계속 바이러스를 퍼트리게 되는 사건이 공항에서 발생하게 되는데, 라쿤시티에서 유일하게 살아남은 안젤라에게 바이러스에 오염된 안제랄의 오빠 커티스가 원인을 알려주게 된다. 결국 T바이러스를 이용한 테러범의 소행으로 밝혀진다.",레지던트 이블: 디제너레이션
"KenichiMatsuyama,NarushiFukuda,MayukoFukuda,ShingoTsurumi,YoukiKudoh,SeiHiraizumi,BokuzōMasana,YutaKanai,MegumiSato,RenjiIshibashi,KiyotakaNanbara,MasanobuTakashima,ShunjiFujimura,KazukiNamioka,HaoGanhane,ErikaToda,AsakaSeto,YojiTanaka,TatsuyaFujiwara,AyuiNaisora,TimMan",HideoNakata,"판타지,스릴러,범죄,드라마",6.1 (8k),67%,2008,2시간8분,"L, 최후 23일간... | 이번엔 새로운 사신과의 대결이다!  L이 자신의 이름을 데스노트에 적기 시작한 시점에서 죽음을 맞이하기까지 사이의 23일을 다룰 속편.  정의의 이름으로 데스노트를 건 마지막 결전을 앞둔 천재 명탐정 L(마츠야마 켄이치)에게 거대한 사건이 주어진다. 정체를 알 수 없는 누군가가 실현시키려는 ‘전인류 말살프로젝트’라는 엄청난 계획을 막아야 하는 것. 이 또 다른 사신(死神)의 목적은 악으로 찌든 현 인류를 모두 제거하고 새로운 인류를 형성, 이상적인 신세계를 만드는 것이다. 키라 라이토(후지와라 타츠야)와의 대결까지 남은 시간은 23일. 그러나 이번엔 전인류의 운명이 걸렸다. 오직 L만이 세상을 구할 수 있다!",데스노트 L: 새로운 시작
"SooAe,JungJin-young,JungKyung-ho,JuJin-mo,ShinHyun-tak,UhmTae-woong,JoMi-ryung,ShinJung-geun,JiIl-joo,YangYoung-Jo,KimByung-Oh,KimTae-hyun,LeeYoung-suk,KimHee-chang,LeeJoo-sil,LeeJoon-hyuk",LeeJoon-ik,"드라마,음악,로맨스,전쟁",6.4,69%,2008,2시간6분,"가끔씩 동네 아주머니들 앞에서 노래 부르는 게 유일한 소일거리인 순이는 외아들 상길 하나만을 바라보고 사는 시어머니의 성화에 못 이겨 매달 군대 간 남편의 면회를 간다. 그러나 언제나 살가운 말 한마디 없는 남편 상길. 어느 날, 상길이 베트남 전에 자원해 갔다는 소식을 통보 받는다. 행방조차 알길 없는 남편을 찾아 베트남으로 떠나기를 결심한 순이. 베트남을 갈 수 있다는 말에 무작정 정만을 쫓아 위문공연단의 보컬로 합류하여 써니란 새 이름을 얻은 그녀는 화염과 총성이 가득한 베트남, 그 전쟁의 한복판에 뛰어드는데...",님은 먼 곳에
"KimJoo-hyuk,SonYe-jin,JooSang-wook,ChoiWonHong,YunYeong-keol",JeongYoon-soo,"로맨스,코미디",5.6,62%,2008,1시간59분,"귀여운 외모와 넘치는 애교, 헌책을 사랑하는 지적인 면모와 남자 못지 않은 축구에 대한 지식과 열정을 가지고 있는 인아. 말까지 척척 잘 통하는 그녀를 만날수록 덕훈은 보통 여자와 다른 그녀의 특별한 매력에 점점 빠져든다. 그러나 평생 그녀만을 사랑하고픈 덕훈과는 달리, 덕훈을 사랑하지만 그’만’을 사랑하는 것은 아니며, 사랑하는 사람’들’과 사랑하며 살고 싶다는 너무나 자유로운 그녀. “하지만 지금 중요한 건 그녀가 나를 사랑한다는 것! 나를 사랑하는 한 그녀는 내꺼라는 것!”",아내가 결혼했다
"TonyLeungChiu-wai,TakeshiKaneshiro,ZhangFengyi,ChangChen,ZhaoWei,HuJun,ShidoNakamura,LinChiling,YouYong,HouYong,TongDawei,SongJia,BaSenZhaBu,ZangJinsheng,ZhangShan,WangQingxiang,WangHui,XieGang,ShiXiao-Hong,XuFeng-Nian,GuoChao,HuXiao-Guang,CuiYu-Gui,JiangTong,MaJingjing,ZhenYi,JiaHongwei,ZhaoCheng-Shun,EricZhang",JohnWoo,"드라마,전쟁,액션,역사",7.4 (45k),80%,2008,2시간26분,"조조의 100만 대군에게 큰 타격을 입은 유비 진영. 유비의 책사 제갈량(금성무)은 손권(장첸)과의 동맹을 제안하지만 손권은 조조 대군의 규모 때문에 망설인다. 제갈량은 손권의 마음을 움직이기 위해 손권 휘하의 제일명장 주유(양조위)를 먼저 공략한다. 무기도 격한 언쟁도 없지만 제갈량과 주유의 팽팽한 심리대결은 긴장감을 더하고, 주유는 기예 대결을 통해 제갈량과의 연합을 결심하고 자신의 주군, 손권을 설득한다. 한편, 적벽으로의 출정을 앞둔 주유를 바라보는 그의 아내 소교는 자신을 흠모하는 조조의 100만 대군에 맞서야 하는 남편, 주유의 안위가 걱정되지만 이를 차마 말하지 못하는 가운데, 유-손 연합군은 적벽으로 향한다. 이제, 모두가 승리를 꿈꾸는 그곳…적벽에서의 전쟁은 막이 오르는데…",적벽대전 1부: 거대한 전쟁의 시작
"KimYoon-seok,HaJung-woo,SeoYoung-hee,KimYou-jung,JungIn-gi,ParkHyo-joo,JoDeok-jae,ChoiJung-woo,OhYeon-ah,LeeJae-hui,KooBon-Woong,YooJi-yeon,KimSun-young,LeeSang-hee",NaHong-jin,"드라마,스릴러,범죄,액션",7.8 (64k),85%,2008,2시간5분,"출장안마소를 운영하는 전직 형사 중호. 최근 데리고 있던 여자들이 잇달아 사라지는 일이 발생하던 중 조금 전 나간 미진을 불러낸 손님의 전화 번호와 사라진 여자들이 마지막으로 통화한 번호가 일치함을 알아낸다. 연락이 두절된 미진을 찾아 헤매던 중 우연히 옷에 피가 묻은 영민과 마주치고, 추격 끝에 그를 붙잡는다. 실종된 여자들을 모두 죽였다는 충격적인 고백을 담담히 털어 놓는 영민에 의해 경찰서는 발칵 뒤집어진다. 공세우기에 혈안이 된 경찰은 미진의 생사보다는 증거를 찾기에만 급급해 하고, 미진이 살아 있다고 믿는 단 한 사람인 중호는 미진을 찾아 나서는데...",추격자
"ShiaLaBeouf,MichelleMonaghan,RosarioDawson,MichaelChiklis,AnthonyMackie,EthanEmbry,BillyBobThornton,AnthonyAzizi,CameronBoyce,LynnCohen,BillSmitrovich,CharlesCarroll,WilliamSadler,DeborahStrang,DariushKashani,SeanKinney,BobMorrisey,J.PatrickMcCormack,LorenzoEduardo,MadylinSweeten,Jorge-LuisPallo,JamesHuang,GeraldDowney,TonyFlores,DonnieJeffcoat,CraigJ.Harris,JimmieL.Akins,EricChristianOlsen,MarcSinger,MichaelMaize,EikoNijo,PeterGail,BradGrunberg,CylkCozart,MannyPerry,JamesC.Gohrick,JoshTodd,ColbyFrench,MattDeCaro,JudithMoreland,RolandoMolina,MichaelKostroff,NigelGibbs,MichaelDanielCassady,DavidGrantWright,JarodEinsohn,DavidHeckel,JamieMartz,GregCollins,McKayStewart,TerryWalters,KatijaPevec,ChasePenny,MadisonMason,SebastianTillinger,KevinQuinn,EnverGjokaj,MichaelPotter,WebsterWilliams,PeggyRoeder,GaryHouston,JonathanChase,DeanCudworth,LindsayCorinnLuecht,NicolPaone,BrittanyIshibashi,StaceyScowley,StephenSimon,DavidArakelyan,SalahSalea,SusanArmon,FahimFazli,DavidRowden,BrendaGoodbeard,CarolineA.Jenks,LeslieStahl,LeynaNguyen,RalphGarman,SharonTay,RickChambers,KentSchocknek,BrandonCaruso,G.LarryButler,JerryFerrara,JulianneMoore,AliOlomi,NickSearcy",D.J.Caruso,"스릴러,액션,MadeinEurope",6.6 (184k),72%,2008,1시간58분,"평범한 청년 제리(샤이아 라보프)의 통장에 의문의 75만불이 입금된다. 집에는 각종 무기와 자신의 이름으로 된 여러 개의 여권들이 배달되어있다. 그리고 걸려온 전화의 차가운 목소리는 ""30초 후, FBI가 닥칠 테니, 도망갈 것""을 명령한다. 자신도 모르는 사이, 테러리스트로 몰리게 된 제리는 FBI의 추격전에서, 아들의 목숨을 담보로 전화 지시에 따르고 있는, 같은 처지의 레이첼(미셀 모나한)을 만나게 되고이 두 사람은 거대한 사건 속으로 빠져들게 된다.  핸드폰, 현금지급기, 거리의 CCTV, 교통안내 LED사인보드, 신호등 등 그들 주변의 전자장치와 시스템이 그들의 행동을 조종한다. 그들은 선택되었고, 살기 위해선 복종해야 한다. 과연 그것의 정체는 무엇인가? 왜 그들은 선택되었는가?",이글 아이
"SammoHung,VannessWu,MaggieQ,AndyLau,TiLung,ElliotNgok",DanielLeeYan-Kong,"드라마,액션,역사,전쟁",6.2 (6k),69%,2008,1시간42분,잦은 내전으로 인해 수많은 국가로 나눠진 중국 대륙. 촉나라의 비천한 신분으로 태어난 조자룡은 뛰어난 지략과 용기로 조조가 이끄는 위의 대군으로부터 혈혈단신 어린 유비의 아들을 구해 용맹함을 떨친다. 영웅으로 추앙받으며 오호장군의 자리까지 오른 조자룡은 삼국을 통일하려는 마지막 왕의 뜻을 받들어 일생일대 마지막 전투를 위해 진군하는데...  위나라의 1만 군대가 단 한 명이었던 조자룡에게 패하는 것을 무력하게 지켜봐야 했던 조조의 손녀 조영. 천하를 얻기 위한 야심으로 똘똘 뭉친 그녀는 북벌을 위해 봉명산으로 향하는 조자룡을 잡기 위해 위험한 계략을 꾸미는데... 이제 삼국 통일의 위업을 달성하기 위해 목숨을 건 마지막 전쟁을 준비하는 노장 조자룡과 그를 잡기 위해 수단과 방법을 가리지 않는 위나라의 여장부 조영의 마지막 대결이 시작된다.,삼국지: 용의 부활
"RhonaMitra,BobHoskins,AdrianLester,AlexanderSiddig,DavidO'Hara,MalcolmMcDowell,SeanPertwee,MyAnnaBuring,EmmaCleasby,CarynPeterson,AdeolaAriyo,ChristineTomlinson,VernonWillemse,PaulHyett,CraigConway,Lee-AnneLiebenberg,DarrenMorfitt,LeslieSimpson,ChrisRobson,AxelleCarolyn,KarlThaning,JasonCope,StephenHughes,RyanKruger,MartinBall,JeremyCrutchley,TomFairfoot,Nora-JaneNoone,NathalieBoltt,RickWarden,CalMacaninch,EloiseCupido,LilyAnderson,CokeyFalkow,JohnCarson,HenieBosman,MartinCompston,AzAbrahams,SusanDanford,AlessiaRamazzotti,ShaamillaNoordien,NicholasPauling,RiazSolker,PorteusXandau,BenedictCarver,DanielRead,NathanWheatley,CecilCarter,TyrellKemlo,GarryGeorge,GeorgeBailey,DermotBrogan,AmyBarnes,D-Teflon,Kate-LynnHocking,ChrisWilson",NeilMarshall,"스릴러,액션,SF,MadeinEurope",5.9 (76k),66%,2008,1시간48분,"지구에는 치명적인 바이러스로 인해 버려진 땅이 있다.  전세계의 생존을 위협하는 치명적인 바이러스가 발생했다. 온몸에 상처와 출혈을 일으키고 결국엔 장기까지 녹여버리는 이 살인적인 바이러스는 발견된 지 며칠 만에 지구의 수많은 사람들을 감염시켰다. 정부는 이 곳을 “위험지역”으로 선포함과 동시에 바이러스의 확산을 막고자 이 곳과 연결된 모든 도로와 다리, 철도를 봉쇄하고 통행 금지를 목적으로 아무도 침입할 수 없는 철강의 성벽을 세워 격리지역으로 만들었다.  그렇게 이 곳은 지구상에서 버려진 땅, 사람들 기억 속에서 잊혀진 땅이 되었다.  그리고 25년 후…  지구 최후의 날이 다가오고 있다!  런던에서는 치명적인 바이러스가 다시 발생하고 안전국의 국장 빌 넬슨은 위성을 통해 모두가 죽었을 거라 믿었던 격리지역에 생존자가 살아있음을 알게 된다. 생존자가 살아 있다는 것은 바이러스의 치료제가 있다는 것이라고 믿은 빌 넬슨 국장은 이든 소령과 함께 최강의 멤버들로 구성된 부대를 25년간 봉쇄된 격리지역으로 보낸다. 외부와 완전히 차단된 격리지역에서 여전사 이든과 최강의 멤버들은 바이러스가 인류를 지구 최후의 날로 몰아가기 전에 치료제를 찾을 수 있을까? 과연 이든과 최강의 멤버들은 살아 돌아 올 수 있을까?",둠스데이: 지구 최후의 날
"EmmaRoberts,AlexPettyfer,NatashaRichardson,KimberleyNixon,JunoTemple,JohnnyPacar,LinzeyCocker,AidanQuinn,GeorgiaKing,SophieWu,LexiAinsworth,ShelbyYoung,ShirleyHenderson,NickFrost,SelinaCadell,DaisyDonovan,RubyThomas,JasonWatkins,EleanorTurner-Moss,MaisiePreston,TommyKijas,SoniaRockwell,KelseySanders,KatelynPacitto,KaraPacitto,VanessaBranch,HallieKateEisenberg",NickMoore,"로맨스,판타지,코미디,드라마",6.1 (55k),72%,2008,1시간38분,"아빠의 여자친구가 집에 이사짐을 들여놓는 날, 파피는 친구들과 함께 그녀의 짐을 엉망으로 만든다. 화가 난 아빠는 파피를 영국으로 유학 보낸다. 부자 아빠 제리의 덕택으로 부러울게 없는 파피는 무슨일이든 자기 감정, 기분대로 말하고 행동하는 것때문에 같은방 친구와 티격태격한다. 그러나 구김없고 명랑하고 소릭한 파피에게 호감을 갖기 시작하는 친구들 키키, 케이트, 조시.  파피는 학교에서 일주일 정도만 있다가 다시 캘리포니아의 집에 돌아갈 생각으로 늘 말썽을 피우고 문제를 일으킨다. 하지만 자신의 뜻대로 되지 않자 케이트의 제안을 받아들여 퇴학 당할만한 일들을 꾸미기로 한다. 결국 그들의 계획은 교장선생님이 아들 프레디를 사귄다는 소문이 나게하자며 치밀한 계획을 세우자고 한다. 이런 계획으로 인해 프레디와 점점 가까워지고 학생회장 해리엇의 질투는 극에 달하는데….",와일드 차일드
"YuriaNara,HirokiDoi,GeorgeTokoro,TomokoYamaguchi,YukiAmami,KazushigeNagashima,AkikoYano,ShinichiHatori,TokieHidari,RumiHiiragi,TomokoNaraoka,KazukoYoshiyuki,EimiHiraoka,NozomiŌhashi,AkikoTakeguchi,EikoKanazawa,AkihikoIshizumi,TomieKataoka,ShiroSaito,MutsumiSasaki,KeikoTsukamoto,IkukoYamamoto,MichikoYamamoto,YoshieYamamoto,YusukeTezuka",HayaoMiyazaki,"판타지,가족,애니메이션,코미디",7.6 (137k),85%,2008,1시간41분,"호기심 많은 물고기 소녀 포뇨는 따분한 바다 생활에 싫증을 느끼고, 급기야 아빠 몰래 늘 동경하던 육지로 가출을 감행한다. 해파리를 타고 육지로 올라온 포뇨는 그물에 휩쓸려 유리병 속에 갇히는 위기에 처하게 된다. 때마침 해변가에 놀러 나온 소년 소스케의 도움으로 구출되는 포뇨. 이후 소스케가 마련해 준 초록 양동이에서 소스케와의 즐거운 육지 생활을 시작한다. 하지만 곧 바다의 주인이자 포뇨의 아빠인 후지모토에 의해 포뇨는 다시 바다로 끌려가게 된다. 우여곡절 끝에 여동생들의 도움으로 탈출에 성공한 포뇨는 거대한 파도와 함께 소스케에게로 향하는데...",벼랑 위의 포뇨
