actors,director,genre,imdb_rating,just_rating,opening_date,runtime,synopsis,title_kor
"ToddArmstrong,NancyKovack,GaryRaymond,LaurenceNaismith,NiallMacGinnis,MichaelGwynn,DouglasWilmer,JackGwillim,HonorBlackman,JohnCairney,PatrickTroughton,AndrewFaulds,NigelGreen,JohnCrawford,FerdinandoPoggi,EnnioAntonelli,HaroldBradley,AldoCristiani,EvaHaddon,DougRobinson,TimTurner",DonChaffey,"판타지,액션,가족",7.3 (27k),79%,1963,1시간44분,"펠리아스는 아리스토왕을 죽이고 테살리아를 정복하겠지만 아리 스토왕의 자식에 의해 왕관을 빼앗기게 될 것이라는 신탁을 듣게 된다. 이에 두려움 을 느낀 펠리아스는 테살리아를 공격해 아리스토왕의 자식을 남김없이 처치하려 하지 만 제이슨은 헤라 여신의 도움으로 가까스로 살아남게 된다. 한편 헤라는 펠리아스에게 한쪽 신발을 신은 청년에 의해 죽게 될 것이라는 예언을 남기고.  세월이 흘러 청년이 된 제이슨은 헤라의 술책으로 물에 빠져 죽음의 위기에 처 한 펠리아스를 구하게 된다. 그러나 제이슨은 물에 뛰어들 때 신발을 한짝 잃게 되고, 이것을 본 펠리아스는 그가 아리스토왕의 자식임을 눈치채고, 평화를 위해서는 황금양털 이 필요하다는 핑계로 제이슨을 콜키스로 떠나 보낸다. 제이슨은 그리스의 최고의 선원들과 함께 항해를 떠난다. 그 중에는 헤라클레스도 끼어 있었다.  제이슨 일행은 청동거인 타로스와 스케레톤의 군대 등과 맞서 싸우며 천신만고 끝에 콜키스에 도착하지만 펠리아스가 미리 숨겨놓은 그의 아들 아카스터스의 모략으로 함정에 빠지게 된다. 콜키스의 여성 사제인 메디아의 도움으로 함정에서 벗어난 제이슨은 머리가 여럿 달린 괴물 히드라와의 처절한 사투 끝에 마침내 황금 양털을 빼앗아 콜키스를 빠져나온다. 그러나 이 모든 것이 제우스와 헤라가 인간을 말 삼아 벌인 장기게임이었으니.",아르고 황금 대탐험
"PeterO'Toole,OmarSharif,AlecGuinness,JackHawkins,AnthonyQuinn,JoséFerrer,AnthonyQuayle,ClaudeRains,ArthurKennedy,DonaldWolfit,I.S.Johar,GamilRatib,MichelRay,JohnDimech,ZiaMohyeddin,HowardMarion-Crawford,JackGwillim,HughMiller,JohnBarry,BruceBeeby,FredBennett,JohnBennett,SteveBirtles,RobertBolt,PeterBurton,J.R.M.Chapman,BasilDignam,PeterDukelow,MohamedElHabachi,KennethFortescue,HarryFowler,JamesHayter,JackHedley,RafaelHernández,NoelHowlett,PatrickKavanagh,DavidLean,IanMacNaughton,CliveMorton,DanielMoynihan,HenryOscar,GeorgePlimpton,BryanPringle,ErnieRice,RobertRietti,JohnRobinson,NormanRossington,JohnRuddock,FernandoSancho,StuartSaunders,CyrilShaps,RoyStevens,BarryWarren",DavidLean,"드라마,전쟁,역사",8.3 (285k),89%,1962,3시간36분,영국 정보국 소속 장교 로렌스(T.E. Lawrence: 피터 오툴 분)는 1차대전 중 중동지역의 전투에서 아랍 부족의 지원을 받기 위해 아랍 지역으로 파견된다. 그런데 그는 영국 정부가 바라던 것 이상으로 아랍의 지도자들을 사로 잡고 아랍의 독립을 위해 열심히 싸워 아랍 민족으로 부터 ‘아라비아의 로렌스’라는 영웅적인 칭호를 받게 된다. 그는 아랍 전사들을 이끌고 터키군들과 싸우면서 규율을 잡기 위해 남의 마을의 우물물을 마신 병사를 과감히 처형하는 등 독한 모습을 보여준다. 그러나 그의 그런 용맹성은 터키 군에게 포로로 잡힌 후 그곳에서 받은 성적 학대를 통해 병적으로 발전된다. 그리고 마침내 영국 정부의 소환을 받고 런던으로 돌아오지만 중동으로 보내 줄 것을 요구하면서 사막으로 돌아가길 원한다. 그러나 이미 정치적으로 타결이 된 아라비아 사막은 그를 원치 않았는데.,아라비아의 로렌스
"CatherineDeneuve,NinoCastelnuovo,AnneVernon,MireillePerrey,MarcMichel,EllenFarner,JeanChampion,PierreCaden,Jean-PierreDorat,BernardFradet,PhilippeDumat,DorothéeBlanck,JaneCarat,HaraldWolff,DanielleLicari,JoséBartel,ChristianeLegrand,GeorgesBlaness,ClaudineMeunier,ClaireLeclerc,PatrickBricard,JacquesCamelinat,FrançoisCharet,Jean-PierreChizat,JacquesDemy,BernardGarnier,GisèleGrandpré,HervéLegrand,MichelLegrand,MyriamMichelson,PaulPavel,RogerPerrinoz,RosalieVarda",JacquesDemy,"드라마,로맨스,MadeinEurope",7.8 (26k),83%,1964,1시간31분,"프랑스 노르망디 해협의 작은 항구도시 쉘부르, 어머니의 우산가게 일을 돕는 ‘쥬느비에브’와 자동차 수리공 ‘기’는 사랑에 빠진다. 팍팍한 현실과 주위의 반대에도 불구하고 행복한 미래를 꿈꾸던 어린 연인들. 하지만 갑작스러운 ‘기’의 군 입대로 둘은 원치 않은 이별을 하게 되는데…",쉘부르의 우산
"AudreyHepburn,RexHarrison,StanleyHolloway,WilfridHyde-White,GladysCooper,JeremyBrett,TheodoreBikel,MonaWashbourne,IsobelElsom,JohnHolland,ColinKenny,BertStevens,FrankBaker,MarjorieBennett,BettyBlythe,ArthurTovey,MarniNixon,AlBain,WilliamBeckley,LillianKemble-Cooper,HenryDaniell,BrendanDillon",GeorgeCukor,"로맨스,드라마,가족",7.8 (93k),84%,1964,2시간40분,"런던의 한 극장 앞에서 남루한 복장과 품위 없는 말투로 꽃을 팔고 있는 일라이자(오드리 햅번)를 본 언어학자 히긴스 교수(렉스 해리슨)와 그의 친구 피거링 대령이 이 여인을 데려다가 세련되고 우아한 귀부인으로 만들 수 있을 지 없을 지 내기를 한다. 그 후 일라이자는 히긴스 교수의 집에서 귀부인이 되기 위한 걸음걸이, 식사예절, 말하는 법 등의 특별훈련을 받는다. 드디어 그녀는 교육을 받은 효과가 나타나기 시작하고 히긴스 교수는 여왕이 참석하는 무도회에 일라이자를 데리고 간다. 이 무도회에서 그녀는 다른 어떤 여인들 보다 아름답고 세련된 완벽한 숙녀가 되어 있었다. 그러나 자신이 변할 수 있을지를 두고 히긴스와 피거링이 내기를 했다는 사실을 알게 되는데...",마이 페어 레이디
"DustinHoffman,AnneBancroft,KatharineRoss,MurrayHamilton,BuckHenry,BrianAvery,WalterBrooke,WilliamDaniels,ElizabethWilson,NormanFell,AliceGhostley,MarionLorne,EddraGale,RichardDreyfuss,ArthurTovey,WilliamH.O'Brien,FrankBaker,ElisabethFraser,ElaineMay",MikeNichols,"코미디,드라마,로맨스",8.0 (267k),85%,1967,1시간46분,"이스턴 대학을 우수한 성적으로 졸업하고 귀가한 벤저민은 주변 사람들로부터 기대를 한 몸에 받고 있지만 졸업 후 자신이 무엇을 해야 할 지에 대해선 아무런 계획이나 이상도 갖고 있지 못한 인물. 그는 파티석상에서부터 시작된 미세스 로빈슨의 끈질긴 휴혹에 걸려들어 마침내 무질서한 생활에 빠져든다. 그녀의 조카 엘레인을 로빈슨으로부터 소개받은 벤은 미세스 로빈슨의 강요로 엘레인을 따돌리려 하나, 그녀의 진실을 깨닫게 되어 둘은 사랑에 빠진다. 그러나 이모와의 불륜을 알게 되어 고민하던 엘레인은 학교로 돌아가 의대생인 칼 스미스와의 결혼을 생각하게 된다.",졸업
"BruceLee,JohnSaxon,JimKelly,SekKin,AhnaCapri,RobertWall,AngelaMaoYing,BettyChung,BoloYeung,GeoffreyWeeks,RoyChiao,YuenBiao,MarleneClark,SammoHung,JackieChan,PhillipKo,MangHoi,Mars,PeterChanLung,PaulChungFat,TaiBo,TonyLiu,YuenWah,LamChing-Ying",RobertClouse,"액션,범죄,드라마,스릴러",7.7 (102k),83%,1973,1시간42분,"미국 정보부에서는 헤로인을 밀조하고 인신매매까지 벌이는 한을 체포하기 위해, 소림사 출신의 무술인 리에게 도움을 청한다. 쿵푸학교로 위장된 한의 요새화된 섬에서 3년마다 열리는 무술대회에 출전하게 하는데, 누이동생의 죽음이 한과 관련이 있는 것을 알고 그들을 응징하기로 마음 먹는다. 섬에 도착한 무술인들 중에는 암흑조직에 쫒기는 로퍼와 가라데 선수로 경찰에 쫒기는 흑인 윌리암즈가 있었다. 리는 정보부에서 미리 침투시킨 메이 링과의 접선에 성공하고, 그녀로부터 섬의 여자들이 계속 실종되고 있다는 말을 듣고 야밤에 몰래 정탐을 하기로 계획하는데...",용쟁호투
"GrahamChapman,JohnCleese,EricIdle,TerryGilliam,TerryJones,MichaelPalin,ConnieBooth,CarolCleveland,NeilInnes,BeeDuffell,JohnYoung,RitaDavies,AvrilStewart,SallyKinghorn,MarkZycon,ElspethCameron,MitsukoForstater,SandyJohnson,SandyRose,RomillySquire,JoniFlynn,AlisonWalker,LoraineWard,AnnaLanski,SallyCoombe,VivienneMacDonald,YvonneDick,DaphneDarling,FionaGordon,JudyLamb,TracySneddon,JoycePollner,MaryAllen,GloriaGraham,SylviaTaylor,JulianDoyle,MargaritaDoyle,ZackMatalon,ScottMike,WilliamPalin,TerryJones,TomRaeburn,BrianRoss,RoyForgeSmith,JohnThornton,MaggieWeston","TerryJones,TerryGilliam","판타지,코미디",8.2 (527k),87%,1975,1시간31분,"아더왕은 영국 전역을 돌아다니며 자신들을 보좌할 기사들을 모집한다. 결국 용맹한 기사들 랑셀럿, 로빈, 베드베어 그리고 갈라드를 합류시킨 아더왕은 신의 계시에 따라 잃어버린 성배를 찾으러간다. 각각 흩어져 성배의 수색을 하지만 용맹한만큼 멍청하기도한 기사들은 성배를 찾기는 커녕 소동만을 일으키고 만다.",몬티 파이튼의 성배
"JohnTravolta,GlynnisO'Connor,RobertReed,DianaHyland,KarenMorrow,HowardPlatt,BuzzAldrin,RalphBellamy,JohnFriedrich,KellyWard,JohnMegna,VerneeWatson-Johnson,DarrellZwerling,P.J.Soles,TimothyHimes,VictorBrandt,HildaHaynes,JackMcLaughlin-Gray,ErnaFoxworth,KarriKirsch,KimberlyKirsch,SethWagerman,AnneRamsey,LenFelber",RandalKleiser,"드라마,로맨스",5.7 (4k),64%,1976,1시간36분,선천적으로 면역력 없이 태어난 소년. 바깥 공기를 막아주는 플라스틱 버블만이 그의 안전한 둥지다. 하지만 이후 좋아하는 여자애가 생기면서 그의 세상인 버블은 걸림돌이 되고 만다.,사랑의 승리
"GertWestphal,AdolfHitler",JoachimFest,"역사,다큐멘터리,MadeinEurope",7.5 (2k),82%,1977,2시간30분,"속임수, 심리 분석, 이미지 형성에 타고난 재능을 보였던 아돌프 히틀러가 비천한 신분을 극복하고 세계 정복을 꿈꾸기까지의 과정을 탐구한 다큐멘터리.",히틀러: 파시즘의 진화
"GordonLiuChia-Hui,LoLieh,JohnCheungNg-Long,WilsonTong,WaLun,HonKwok-Choi,BruceLauKar-Wing,WaiWang,ChanSze-Kai,WongChing-Ho,WooWang-Daat,LeeHoi-Sang,HaoLi-Jen,ShumLo,ChanShen,ChiangNan,WangHan-Chen,NormanChui,RichardGamTin-Chue,KeungHon,YuenSiu-Tien,WongYu,HsiaoHo,TingTung,Szu-ChiaChen,AlanChungSanChui",LiuChia-Liang,"액션,드라마",7.7 (16k),83%,1978,1시간55분,청나라 군사들에게 부모를 잃은 유덕(유가휘)은 복수를 위해 소림사에 입문하여 36방을 거치며 무술을 연마하는데...,소림36방
"RichardPryor,JenniferLeePryor",JeffMargolis,"코미디,다큐멘터리",8.1 (5k),84%,1979,1시간18분,"Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",Richard Pryor: Live in Concert
"GeneWilder,RichardPryor,GeorgStanfordBrown,JoBethWilliams,MiguelÁngelSuárez,CraigT.Nelson,BarryCorbin,CharlesWeldon,ErlandvanLidth,NicolasCoster,EstelleOmens,CedrickHardman,FranklynAjaye,GrandL.Bush,MickeyJones,LeePurcell,JohnRichardPetersen,JonathanBanks,JimHenry",SidneyPoitier,"코미디,범죄",6.8 (27k),73%,1980,1시간51분,"어느날 우연히 똑같이 실직을 당한 선량하면서도 엉뚱한 데가 있는 스킵과 해리는 뉴욕을 떠나 캘리포니아로 가서 새 생활을 하기로 의기투합한다. 글렌보로라는 마을에 도착한 스킵과 해리는 그곳 은행에 취직하여 고객 확장을 위해 딱따구리 복장을 입고 재미있는 춤과 노래 부르는 일을 하는데, 어느날 2인조 은행 강도가 이들과 똑같은 복장을 입고 은행을 털어 달아난다. 누명을 쓴 스킵과 해리는 곧 잡혀서 125년형을 선고 받아 형무소에 가게 된다. 스킵은 로데오 내기에 빠져 있는 형무소장 월터 비티의 눈에 띄어 연례 형무소 대항 로데오 경기에 출전하게 된다. 스킵과 해리는 동료죄수인 로리, 세수스와 함께 로데오 경기가 벌어지는 틈을 타 탈출하기로 계획을 세운다. 한편 두 사람이 무죄임을 확신한 변호사 가버와 그의 사촌 여동생 메리디스는 끈질긴 추적 끝에 진범들을 잡는데 성공한다. 이 사실을 모르고 로데오 경기에 출전한 스킵은 경기 도중 해리, 세수스, 로리와 함께 탈출을 하고, 무죄가 된 해리는 메리디스의 사랑도 얻는데...",크레이지 대소동
"PatrickTseYin,BettyTingPei,ChinSiu-Ho,ElliotNgok,LauHak-Suen,KwanHoi-San,TaiLiang-Chun,LauDan,TongTin-Hei,JennyLiang,RainbowChing,RichardGamTin-Chue",LeePooi-Kuen,"액션,코미디",5.5,59%,1981,1시간31분,"마작의 세계엔 두 가지 유형만 있다. 고수 아니면 사기꾼. 물론 여럿이 얼기설기 엮여 있지만. 어쨌든 선과 악 혹은 고수와 사기꾼이 나름 살벌한 대결을 펼치며 다양한 군상의 진면목을 보여주는 코미디 영화, 그 깨알 재미를 느껴보시라.",마작영웅전
"ToruFuruya,ShuuichiIkeda,HirotakaSuzuoki,KiyonobuSuzuki,FuyumiShiraishi,KeikoHan,BanjoGinga,MamiKoyama,YasuoMatsumura,ToshioFurukawa,RumikoUkai,HidekatsuShibata,MakioInoue,SherryLynn,YōInoue",YoshiyukiTomino,"드라마,애니메이션,액션,SF,전쟁",7.7 (1k),82%,1982,2시간24분,"건담의 순양함 화이트베이스는 수리를 위해 중립 콜로니인 사이드 6에 정박한다. 그곳에서 아무로는 뉴타입 여성 라라와 운명적으로 조우한다. 그러나 아무로의 라이벌 샤아를 사랑하는 라라는 샤아 대신 건담의 빔을 맞고 전사하고, 아무로는 본래 인류를 혁신으로 이끌어야 할 뉴타입이 전쟁의 도구로 이용되는 것에 깊은 슬픔을 느낀다. 마침내 연방과 지온의 최종 결전이 시작된다. 건담의 첫 세대가 풀어내는 우주전쟁의 최종장.",기동전사 건담 III : 해후의 우주편
"BenKingsley,CandiceBergen,EdwardFox,JohnGielgud,TrevorHoward,JohnMills,MartinSheen,IanCharleson,AtholFugard,GüntherMariaHalmer,SaeedJaffrey,GeraldineJames,AlyquePadamsee,AmrishPuri,RoshanSeth,RohiniHattangadi,IanBannen,MichaelBryant,JohnClements,RichardGriffiths,NigelHawthorne,BernardHepton,MichaelHordern,ShreeramLagoo,VirendraRazdan,RichardVernon,HarshNayyar,PrabhakarPatankar,VijayKashyap,NigamPrakash,SupriyaPathak,NeenaGupta,ShaneRimmer,PeterHarlowe,AnangDesai,WinstonNtshona,PeterCartwright,MariusWeyers,RichardMayes,AlokNath,DeanGasper,KenHutchison,NormanChancer,GulshanKapoor,CharuBalaChokshi,RajChaturvedi,AvparJhita,AnthonySagger,OmPuri,DavidGant,DanielDay-Lewis,RayBurdis,DanielPeacock,AvisBunnage,CarolineHutchison,MohanAgashe,SudhanshuMishra,DinaNath,JohnSavident,JohnPatrick,MichaelGodley,StewartHarwood,StanleyMcGeagh,ChristopherGood,DavidMarkham,JyotiSarup,JohnNaylor,WilsonGeorge,HanshuMehta,SudarshanSethi,SunilaPradhan,MotiMakan,JalalAgha,RupertFrazer,ManoharPitale,HomiDaruvala,K.K.Raina,VivekSwaroop,RajaBiswas,DominicGuard,BernardHill,RamaKantJha,NanaPalsikar,AlpnaGupta,ChandrakantThakkar,JohnQuentin,GrahamSeed,KeithDrinkel,BobBarbenia,GeraldSim,ColinFarrell,SanjeevPuri,GarethForwood,VijayCrishna,SankalpDubey,JamesCossins,GurcharanSingh,JohnVine,GeoffreyChater,ErnestClark,HabibTanvir,PankajMohan,SubhashGupta,Aadil,RajeshwarNath,S.S.Thakur,RahulGupta,BarryJohn,BrianOulton,JamesSnell,JohnBoxer,GerardNorman,BernardHorsfall,RichardLeech,PankajKapur,TarlaMehta,DavidSibley,DalipTahil,StanleyLebor,TerrenceHardiman,MonicaGupta,JonCroft,WilliamHoyland,JohnRatzenberger,JackMcKenzie,TomAlter,JaneMyerson,RoopKumarRazdan,BaniSharadJoshi,VagishKumarSingh,DilsherSingh,SudhirDalvi,TilakRaj,IrpinderPuri,PrenKapoor,VinayApte,AswiniKumar,AvinashDogra,ShreedharJoshi,SuhasPalshikar,KarkiratSingh,ShekharChatterjee,Amarjeet,PratapDesai,BhatawadekarPrakash,SunilShende,RovilSinha,DerekLyons,FredWood",RichardAttenborough,"드라마,역사",8.0 (225k),85%,1982,3시간11분,"영국에 유학해 변호사 자격을 딴 간디(벤 킹슬리)는 1893년 남아프리카에 가 소송사건을 맡는다. 간디는 그 곳에서 유색인종에 대한 차별대우를 받게 된다. 이를 계기로 그는 남아프리카의 인도 거류민을 돕기 위한 다양한 활동을 시작한다. 이후 1915년, 간디는 인도로 돌아와 인도독립을 위한 노력을 하게 된다. 그는 비폭력운동을 주도하면서 수차례 투옥되기도 한다. 인도는 마침내 1947년 8월 영국으로부터 독립을 이룬다. 그러나 힌두교와 이슬람교의 종교적 대립으로 인해 인도와 파키스탄으로 나뉘어 독립을 하게 된다. 이후에도 종교분쟁을 해결하기 위해 노력했던 간디는 1948년 1월 과격파 힌두교도가 쏜 총탄에 암살당한다.",간디
"AileenQuinn,AlbertFinney,CarolBurnett,AnnReinking,TimCurry,BernadettePeters,GeoffreyHolder,RogerMinami,ToniAnnGisondi,RosanneSorrentino,LaraBerk,AprilLerman,RobinIgnico,LucieStewart,EdwardHerrmann,LoisdeBanzie,PeterMarshall,MurphyCross,NancySinclair,I.M.Hobson,LuLeonard,MavisRay,PamelaBlair,ColleenZenk,VictorGriffin,JeromeCollamore,JonRichards,WayneCilento,KenSwofford,LarryHankin,IrvingMetzman,AngelaMartin,KurtisSanders,DanielleMiller,LisaKieldrup,AngelaLeeSloan,TinaCaspary,JulieWhitman,JanMackie,ShawneeSmith,AmandaPeterson,JamieFlowers,CherieMichan,JanetJones,LindaSaputo,SonjaHaney,KariBaca,VictoriaHartman,NikkiD'Amico,JamesArcuri,PamelaJoyaArcuri,RayBolger,FrankCagno,FritziJaneCourtney,JaneenDamian,TerryEno,MarkFrawley,MelissaHayden,JohnHuston,TomLawrence,Martika,DeniseMcKenna,LouMulford,ChristiNicholls,TammyO'Rourke,LoriRandolph,MeredithSalenger,TimothyScott,MichaelSerrecchia",JohnHuston,"드라마,가족,코미디",6.6 (44k),72%,1982,2시간8분,"1933년, 공황기의 뉴욕 시립 아동 보호소에 억만장자인 워벅스(알버트 피니 분)의 여비서 그레이스(G앤 레인킹 분)가 찾아와 크리스마스 휴가기간 동안 워벅스씨와 함께 지낼 아이를 찾던 중 고아 '애니'를 발견한다.
 워벅스씨는 애니의 맑고 건강한 모습에 애정이 들어 양녀로 입양하려하나 애니는 부모가 그리워 거절한다. 워벅스씨가 애니의 부모를 찾아주기 위해 현상금을 걸고 캠페인을 벌리니 가짜 부모들이 수없이 나타나고 고아원 원장은 동생과 그 애인을 동원 가짜 증명서를 만들어 애니를 찾아간다. 허나 그들이 가짜임이 밝혀지며 애니를 구출하기 위하여 고아원 꼬마들, 워벅스 가족, 연방수사본부까지 동원하여 애니를 찾아내기에 이르는데...",애니
"SylvesterStallone,RichardCrenna,BrianDennehy,BillMcKinney,JackStarrett,MichaelTalbott,ChrisMulkey,JohnMcLiam,AlfHumphreys,DavidCaruso,DavidL.Crowley,DonMacKay,CharlesA.Tamburro,DavidPetersen,CraigHuston,PatrickStack,StephenE.Miller,RaimundStamm,RobertMetcalfe,StephenDimopoulos,BruceGreenwood,EarlKlein,DannyWozna,PeterLonstrup,MikeWinlaw,DonaldAdams,DavidMenzies,GrahmanL.Galativk,IanHutchinson,AmyAlexander,GaryHetherington,AlexKliner,R.G.Miller,StephenChang,SuzeePai,RobertProwse,JackRigg",TedKotcheff,"전쟁,액션,스릴러",7.7 (244k),84%,1982,1시간30분,"월남전에서 제대한 그린베레 출신의 존 람보(John Rambo: 실베스타 스탤론 분)는, 전우를 찾아 록키 산맥의 어느 한적한 시골 마을에 도착한다. 하지만 그가 찾고자 하는 이는 이미 암으로 세상을 떠난 뒤였다. 마을 보안관 셔리프 윌 티즐(Sheriff Will Teasle: 브라이언 데니히 분)는 그의 부랑자 행색에 반감을 갖고 마을에서 쫓아내려한다. 하지만 람보가 순순히 응하지 않자 억지 죄목으로 체포하는데, 조사를 하는 과정에서 그 옛날 월맹 포로 수용소에서 받은 고문 기억이 악몽처럼 되살아나자, 람보는 갑자기 미친 사람처럼 광폭해져 경찰관과 경찰서를 때려 부수고 탈출한다.  경찰의 추적을 따돌리고 마을 산 속으로 숨어든 람보는 월남전에서 몸에 익힌 게릴라 전술로 경찰과 대치한다. 그러다 경찰 헬기를 피하고자 절벽에서 뛰어내려 결국 큰 부상을 입는다. 이때 저격의 위험 때문에 그가 던진 돌이 헬기 유리창을 맞추고 이틈에 경찰관 하트가 헬기에서 떨어져 죽는다. 위험에서 벗어난 람보는 피가 흐르는 팔을 바늘로 꿰맨다. 동료마저 잃은 경찰은 람보를 잡는데 혈안이 되어 사냥개를 이끌고 숲으로 추적해 오지만 결국 람보의 교묘한 전술로 모두 부상을 입고 물러난다. 사태가 커지자 지방 경찰 기동대와 주경비대대의 지원을 받아 주변의 모든 길이 통제되고, 이 일은 신문과 방송 등 메스컴의 집중을 받는데...",람보
"ToruFuruya,ShuuichiIkeda,HirotakaSuzuoki,FuyumiShiraishi,KiyonobuSuzuki,MasashiHirose,ShozoIizuka,KanetoShiozawa,YumiNakatani,YasuoMatsumura,KeikoToda,ToshioFurukawa,RumikoUkai,YōInoue",YoshiyukiTomino,"SF,애니메이션,액션,드라마,전쟁",7.3 (1k),80%,1981,2시간13분,"지구연방은 지온에 대한 대반격 ‘오데사 작전’을 준비한다. 그러나 아무로는 사소한 다툼으로 건담을 훔쳐 탈영하고, 다양한 만남과 처참한 이별들을 겪는다. 전쟁의 패배가 죽음으로 직결된다는 것을 가르쳐 준 강적 란바 랄, 화이트베이스의 맏형으로서 아무로를 구하기 위해 목숨을 건 류 호세이, 아무로가 짝사랑하던 마틸다 중위 등, 슬픔으로 가득 찬 전장에서 사라지는 수많은 생명들이 아무로를 점차 뉴타입으로 각성시킨다.",기동전사 건담 II : 슬픈 전사편
"BrookeShields,ChristopherAtkins,LeoMcKern,WilliamDaniels,JeffreyKleiser,GusMercurio,ElvaJosephson,GlennKohan,BradleyPryce,ChadTimmerman,GertJacoby,AlexHamilton,RichardEvanson",RandalKleiser,"로맨스,드라마",5.8 (68k),67%,1980,1시간44분,홀아비 아서 리스트레인지는 아들 리처드와 고아인 조카딸 에믈린을 데리고 샌프란시스코로 가는 길이다. 배에 불이 나자 경황 중에 요리사 패디가 리처드와 에믈린을 데리고 작은 보트로 피신하지만 다른 일행과는 영영 만나지 못한다. 그들은 표류 끝에 아름다운 작은 산호초에 닿는다. 선원 패디는 독충에 물려 죽고 어린 리처드와 에믈린만 남는다. 그들에게는 표류하다 건진 트렁크에 든 슬라이드와 앨범만이 유일한 문명 세계와의 접촉이다. 성년이 된 그들은 신체와 감정의 변화로 갈등을 겪는다. 둘 사이엔 어느덧 아이가 생기고 마침내 리처드는 유일한 꿈이던 섬으로부터의 탈출을 포기하고 행복한 가족의 삶에 만족한다. 그때 일생 동안 그들을 찾아헤맨 리스트레인지가 범선을 타고 섬 가까이 오지만 리처드와 에믈린은 자신들의 보금자리에 남기로하고 신호를 보내지 않는다. 그러나 예기치 못한 사건으로 그들은 요리사 패디를 따 이름지은 아기 패디가 잠자는 딸기를 먹고 잠들자 두 사람은 함께 그것을 먹고 옛날의 그 작은 보트안에 갇혀 망망대해를 표류하다 리스트레인지의 범선에 잠이 든 채 구출된다.,푸른 산호초
"MelGibson,JoanneSamuel,HughKeays-Byrne,SteveBisley,TimBurns,RogerWard,LisaAldenhoven,DavidBracks,BertrandCadart,DavidCameron,RobinaChaffey,StephenClark,MathewConstantine,JerryDay,RegEvans,HowardEynon,MaxFairchild,JohnFarndale,SheilaFlorance,NicGazzana,HunterGibb,VincentGil,AndrewGilmore,JonathanHardy,BrendanHeath,PaulJohnstone,NickLathouris,JohnLey,SteveMillichamp,PhilMotherwell,GeorgeNovak,GeoffParry,LuluPinkus,NeilThompson,BillyTisdall,GilTucker,JohnArnold,JoanLetch,TomBroadbridge,VernonWeaver,PaulYoung,DiTrelour,PeterFord,ChristineKaman,CliveHearne,TelfordJackson,KerryMiller,BrendanYoung,JanineOgden,AmandaMuggleton,JamesMcCausland,LisaDombroski",GeorgeMiller,"SF,액션,스릴러",6.9 (202k),75%,1979,1시간31분,1979년작으로 매드 맥스 시리즈의 첫 작품이다. 오일쇼크와 대공황으로 사회기반이 무너져가는 근미래를 무대로 경찰인 맥스(멜 깁슨)가 폭주족 일당들과 싸운다는 스토리. 맬 깁슨의 젋은 시절 모습을 볼수있다.,매드 맥스
"GrahamChapman,JohnCleese,TerryGilliam,EricIdle,TerryJones,MichaelPalin,TerenceBayler,CarolCleveland,KennethColley,NeilInnes,CharlesMcKeown,JohnYoung,GwenTaylor,SueJones-Davies,PeterBrett,JohnCase,ChrisLangham,AndrewMacLachlan,BernardMcKenna,SpikeMilligan,GeorgeHarrison",TerryJones,코미디,8.1 (389k),86%,1979,1시간34분,예수와 같은 시간 옆집에서 태어난 브라이언은 유태인을 지배하는 로마인을 싫어한다. 그러나 정작 자신의 아버지는 로마병사였던 '졸라큰꼬추'(사람이름) 였다는걸 알고 그걸 부정하는 와중에 검투사 경기장에서 만난 유태인 레지스탕스인 민족전선 유태와.. 아니 해방전선 유태.. 음.. 민족해방 유태였나? 잠깐..뭐였지?,몬티 파이튼과 브라이언의 삶
,,,,,,,,
"RobertDeNiro,JodieFoster,AlbertBrooks,HarveyKeitel,CybillShepherd,PeterBoyle,LeonardHarris,DiahnneAbbott,GinoArdito,MartinScorsese,MurrayMoston,RichardHiggs,BillMinkin,BobMaroff,VictorArgo,JoeSpinell,RobinsonFrankAdu,BrendaDickson,NormanMatlock,HarryNorthup,HarlanCaryPoe,StevenPrince,PeterSavage,NicholasShields,RalphS.Singleton,AnnieGagen,CarsonGrant,Mary-PatGreen,DebbiMorgan,DonStroud,CopperCunningham,GarthAvery,NatGrant,BilliePerkins,CatherineScorsese,CharlesScorsese",MartinScorsese,"드라마,범죄",8.3 (787k),90%,1976,1시간54분,트래비스(로버트 드 니로)는 베트남전에서 귀환한 후 불면증에 시달리며 사회에 적응하지 못하고 있다. 그래서 그는 택시 운전기사로 일하며 뉴욕의 밤거리를 다니며 타락한 사회를 보고 자신이 직접 이 악들을 제거하려고 마음 먹는다. 어느 날 트래비스는 우연히 12살 짜리 창녀 아이리스(조디 포스터)를 만나게 되고 그녀의 인생을 구하려 하지만 그녀는 집으로 돌아가길 꺼려 한다. 자신은 아무 것도 할 수 없다는 생각에 무기력해진 트래비스는 4개의 권총을 구입하고 상원의원 팔렌타인을 저격하러 나선다. 하지만 엉뚱하게도 사창가에서 피비린내 나는 총격전을 벌인 끝에 아이리스를 묶어두고 있던 포주 스포츠를 살해하고 마는데...,택시 드라이버
